# Receiving,Kickoff Returns,Punt Returns,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,KR,Yds,Avg,Long,TD,PR,Yds,Avg,Long,TD,Fum,FumL
KANWR015,MIA,2001,3,4,N/A,59,14.8,33,0,2,69,34.5,47,0,0,0,N/A,N/A,0,0,0
INDWR011,IND,2001,3,2,N/A,12,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR004,NOR,2001,3,0,N/A,0,N/A,N/A,0,2,82,41.0,68,0,4,9,2.3,9,0,2,0
NWEWR005,DEN,2001,3,1,N/A,17,17.0,17,0,5,165,33.0,37,0,0,0,N/A,N/A,0,0,0
CARWR023,CAR,2001,3,0,N/A,0,N/A,N/A,0,4,71,17.8,25,0,1,0,0.0,0,0,2,2
HOUWR003,BUF,2001,3,2,N/A,14,7.0,9,0,1,20,20.0,20,0,0,0,N/A,N/A,0,0,0
DENWR020,SEA,2001,3,5,N/A,125,25.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR015,BAL,2001,3,4,N/A,90,22.5,63,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,PIT,2001,3,2,N/A,19,9.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR004,CIN,2001,3,4,N/A,31,7.8,13,1,0,0,N/A,N/A,0,1,1,1.0,1,0,0,0
BUFWR011,BUF,2001,3,2,N/A,37,18.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR001,PHI,2001,3,3,N/A,71,23.7,44,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR001,OAK,2001,3,2,N/A,36,18.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR005,CLE,2001,3,3,N/A,33,11.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR002,NYJ,2001,3,3,N/A,60,20.0,39,0,3,87,29.0,34,0,0,0,N/A,N/A,0,0,0
CINWR009,CIN,2001,3,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR007,NOR,2001,3,7,N/A,61,8.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR009,STL,2001,3,3,N/A,18,6.0,10,0,0,0,N/A,N/A,0,2,7,3.5,4,0,0,0
OAKWR009,OAK,2001,3,2,N/A,19,9.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR015,NWE,2001,3,3,N/A,21,7.0,9,0,1,13,13.0,13,0,2,22,11.0,12,0,0,0
JACWR010,JAC,2001,3,2,N/A,8,4.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR001,SDG,2001,3,4,N/A,49,12.3,19,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR017,CIN,2001,3,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR011,NWE,2001,3,1,N/A,17,17.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR006,STL,2001,3,3,N/A,36,12.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR017,GNB,2001,3,5,N/A,67,13.4,21,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR004,NOR,2001,3,8,N/A,105,13.1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR014,NWE,2001,3,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR015,BAL,2001,3,2,N/A,44,22.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR008,NWE,2001,3,2,N/A,20,10.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR008,ATL,2001,3,5,N/A,49,9.8,17,2,0,0,0,0,0,0,0,0,0,0,0,0
INDWR001,STL,2001,3,3,N/A,50,16.7,29,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR003,OAK,2001,3,3,N/A,47,15.7,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR009,OAK,2001,3,5,N/A,91,18.2,33,2,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR003,SDG,2001,3,3,N/A,49,16.3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR004,MIN,2001,3,1,N/A,2,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR014,JAC,2001,3,9,N/A,88,9.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR012,JAC,2001,3,2,N/A,17,8.5,9,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR013,ATL,2001,3,5,N/A,40,8.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR015,MIA,2001,3,5,N/A,73,14.6,24,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR026,KAN,2001,3,3,N/A,48,16.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR007,SFO,2001,3,4,N/A,38,9.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR019,NOR,2001,3,4,N/A,48,12.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR010,DEN,2001,3,1,N/A,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2001,3,1,N/A,25,25.0,25,0,0,0,N/A,N/A,0,2,10,5.0,10,0,0,0
CINWR008,WAS,2001,3,2,N/A,17,8.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,NYG,2001,3,2,N/A,32,16.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR003,NYJ,2001,3,1,N/A,29,29.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR010,PHI,2001,3,2,N/A,25,12.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR010,NOR,2001,3,4,N/A,25,6.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR020,WAS,2001,3,2,N/A,33,16.5,21,0,0,0,N/A,N/A,0,2,-4,-2.0,-2,0,0,0
INDWR024,IND,2001,3,3,N/A,49,16.3,26,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR018,MIA,2001,3,3,N/A,29,9.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR030,KAN,2001,3,4,N/A,54,13.5,19,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR014,SFO,2001,3,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR009,ARI,2001,3,4,N/A,96,24.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR026,SEA,2001,3,2,N/A,26,13.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR011,DEN,2001,3,5,N/A,83,16.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR025,NYJ,2001,3,3,N/A,64,21.3,34,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR010,GNB,2001,3,2,N/A,25,12.5,14,0,0,0,N/A,N/A,0,2,11,5.5,11,0,1,0
TENWR008,BUF,2001,3,2,N/A,15,7.5,12,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CHIWR013,CAR,2001,3,3,N/A,39,13.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR009,TAM,2001,3,7,N/A,96,13.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR007,GNB,2001,3,0,0,0,0,0,0,0,0,N/A,N/A,0,1,4,4.0,4,0,0,0
DETWR025,MIN,2001,3,0,0,0,0,0,0,2,42,21.0,24,0,1,8,8.0,8,0,0,0
CHIWR007,SFO,2001,3,0,0,0,0,0,0,3,115,38.3,65,0,1,8,8.0,8,0,0,0
OAKWR008,CIN,2001,3,0,0,0,0,0,0,0,0,N/A,N/A,0,1,10,10.0,10,0,0,0
STLWR016,KAN,2001,3,0,0,0,0,0,0,3,68,22.7,26,0,3,19,6.3,9,0,0,0
ARIWR011,DAL,2001,3,0,0,0,0,0,0,5,105,21.0,26,0,2,14,7.0,10,0,0,0
OAKWR016,OAK,2001,3,0,0,0,0,0,0,3,44,14.7,21,0,3,32,10.7,18,0,0,0
JACWR008,BAL,2001,3,0,0,0,0,0,0,3,55,18.3,20,0,2,13,6.5,8,0,0,0
ARIWR010,TAM,2001,3,0,0,0,0,0,0,0,0,N/A,N/A,0,1,0,0.0,0,0,0,0
BALWR012,MIA,2001,3,0,0,0,0,0,0,0,0,N/A,N/A,0,1,11,11.0,11,0,0,0
ATLWR014,JAC,2001,3,0,0,0,0,0,0,5,90,18.0,32,0,3,12,4.0,13,0,0,0
NYGWR016,NYG,2001,3,0,0,0,0,0,0,2,48,24.0,43,0,0,0,N/A,N/A,0,0,0
ATLWR005,CHI,2001,4,1,N/A,63,63.0,63,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR006,CAR,2001,4,2,N/A,19,9.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR012,MIA,2001,4,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,3,27,9.0,16,0,0,0
CLEWR003,CLE,2001,4,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR029,STL,2001,4,4,N/A,74,18.5,36,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR015,PIT,2001,4,1,N/A,22,22.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR005,ARI,2001,4,4,N/A,71,17.8,31,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR002,PHI,2001,4,2,N/A,18,9.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR007,BUF,2001,4,4,N/A,103,25.8,70,1,0,0,N/A,N/A,0,2,6,3.0,6,0,0,0
DETWR016,CLE,2001,4,3,N/A,38,12.7,19,1,0,0,N/A,N/A,0,4,25,6.3,15,0,1,0
DETWR011,GNB,2001,4,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR019,SDG,2001,4,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,4,19,4.8,14,0,1,0
CARWR020,TEN,2001,4,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,MIN,2001,4,4,N/A,48,12.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR007,NOR,2001,4,2,N/A,23,11.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR011,NWE,2001,4,1,N/A,10,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR011,TAM,2001,4,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR015,DET,2001,4,5,N/A,65,13.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR006,CAR,2001,4,1,N/A,39,39.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2001,4,8,N/A,68,8.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR009,STL,2001,4,5,N/A,44,8.8,15,1,0,0,N/A,N/A,0,2,13,6.5,13,0,1,0
MIAWR010,MIN,2001,4,4,N/A,84,21.0,52,0,0,0,0,0,0,0,0,0,0,0,1,1
DALWR013,DAL,2001,4,2,N/A,12,6.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR020,SFO,2001,4,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR023,CLE,2001,4,2,N/A,26,13.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR023,WAS,2001,4,2,N/A,68,34.0,52,0,0,0,0,0,0,0,0,0,0,0,1,1
GNBWR013,SEA,2001,4,2,N/A,38,19.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR004,CHI,2001,4,1,N/A,19,19.0,19,0,1,8,8.0,8,0,0,0,N/A,N/A,0,0,0
NWEWR013,CIN,2001,4,5,N/A,52,10.4,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2001,4,0,N/A,0,N/A,N/A,0,4,85,21.3,26,0,3,13,4.3,6,0,1,0
ARIWR011,DAL,2001,4,2,N/A,15,7.5,13,0,3,92,30.7,51,0,2,70,35.0,49,0,0,0
ATLWR013,ATL,2001,4,3,N/A,53,17.7,26,0,1,23,23.0,23,0,0,0,N/A,N/A,0,0,0
DALWR003,DAL,2001,4,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR012,KAN,2001,4,5,N/A,56,11.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR020,SEA,2001,4,3,N/A,48,16.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR005,CLE,2001,4,2,N/A,38,19.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,PIT,2001,4,3,N/A,37,12.3,17,0,0,0,0,0,0,0,0,0,0,0,1,0
SEAWR004,CIN,2001,4,4,N/A,39,9.8,22,0,0,0,N/A,N/A,0,1,8,8.0,8,0,0,0
ATLWR009,ATL,2001,4,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR006,ARI,2001,4,6,N/A,119,19.8,35,1,5,87,17.4,23,0,0,0,N/A,N/A,0,1,0
STLWR015,BAL,2001,4,5,N/A,80,16.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR014,CLE,2001,4,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR002,NYJ,2001,4,5,N/A,77,15.4,21,0,3,67,22.3,30,0,0,0,N/A,N/A,0,1,0
ATLWR012,CHI,2001,4,1,N/A,2,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR001,OAK,2001,4,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR001,PHI,2001,4,4,N/A,90,22.5,51,2,0,0,0,0,0,0,0,0,0,0,0,0
MINWR006,CHI,2001,4,9,N/A,114,12.7,34,1,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR022,NYG,2001,4,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR010,PHI,2001,4,3,N/A,42,14.0,32,0,1,34,34.0,34,0,0,0,N/A,N/A,0,0,0
JACWR010,JAC,2001,4,2,N/A,12,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR001,SDG,2001,4,3,N/A,37,12.3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR015,BAL,2001,4,3,N/A,93,31.0,77,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR017,CIN,2001,4,5,N/A,62,12.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR026,KAN,2001,4,4,N/A,33,8.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR006,STL,2001,4,6,N/A,66,11.0,18,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMWR017,GNB,2001,4,4,N/A,119,29.8,67,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR021,DET,2001,4,4,N/A,40,10.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR004,NOR,2001,4,6,N/A,95,15.8,37,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR017,MIN,2001,4,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR008,NWE,2001,4,2,N/A,9,4.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR024,DET,2001,4,2,N/A,35,17.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR008,ATL,2001,4,4,N/A,51,12.8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR003,OAK,2001,4,7,N/A,114,16.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR009,OAK,2001,4,7,N/A,51,7.3,10,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR003,SDG,2001,4,5,N/A,49,9.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR004,MIN,2001,4,2,N/A,36,18.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR023,DET,2001,4,0,N/A,0,N/A,N/A,0,6,128,21.3,29,0,0,0,N/A,N/A,0,0,0
JACWR014,JAC,2001,4,6,N/A,70,11.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR012,JAC,2001,4,7,N/A,97,13.9,24,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR013,ATL,2001,4,5,N/A,62,12.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR015,MIA,2001,4,2,N/A,17,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR015,NWE,2001,4,5,N/A,47,9.4,15,0,0,0,N/A,N/A,0,2,0,0.0,0,0,1,1
CINWR007,SFO,2001,4,8,N/A,118,14.8,29,2,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR019,NOR,2001,4,1,N/A,41,41.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2001,4,7,N/A,97,13.9,23,0,0,0,N/A,N/A,0,3,12,4.0,7,0,1,1
KANWR026,SEA,2001,4,5,N/A,71,14.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR018,MIA,2001,4,2,N/A,21,10.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR010,TAM,2001,4,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,2,6,3.0,7,0,0,0
NORWR010,NOR,2001,4,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR002,MIA,2001,4,1,N/A,10,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,NYG,2001,4,2,N/A,21,10.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR008,WAS,2001,4,4,N/A,34,8.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR013,CAR,2001,4,8,N/A,62,7.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR001,TAM,2001,4,3,N/A,40,13.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR016,OAK,2001,4,0,N/A,0,N/A,N/A,0,3,60,20.0,26,0,3,25,8.3,15,0,1,1
WASWR016,DAL,2001,4,2,N/A,59,29.5,40,1,0,0,0,0,0,0,0,0,0,0,0,0
BALWR009,ARI,2001,4,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR008,BUF,2001,4,5,N/A,107,21.4,46,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR025,NYJ,2001,4,2,N/A,49,24.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR014,SFO,2001,4,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR009,TAM,2001,4,9,N/A,82,9.1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR030,KAN,2001,4,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR010,GNB,2001,4,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,3,13,4.3,6,0,0,0
DENWR011,DEN,2001,4,8,N/A,110,13.8,32,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR015,MIA,2001,4,0,0,0,0,0,0,3,67,22.3,29,0,0,0,N/A,N/A,0,0,0
DETWR025,MIN,2001,4,0,0,0,0,0,0,8,178,22.3,28,0,0,0,N/A,N/A,0,0,0
TENWR016,TEN,2001,4,0,0,0,0,0,0,6,136,22.7,34,0,0,0,N/A,N/A,0,0,0
CHIWR007,SFO,2001,4,0,0,0,0,0,0,3,75,25.0,29,0,2,9,4.5,7,0,0,0
SFOWR004,NOR,2001,4,0,0,0,0,0,0,3,89,29.7,34,0,4,50,12.5,32,0,0,0
STLWR016,KAN,2001,4,0,0,0,0,0,0,3,61,20.3,28,0,4,47,11.8,26,0,0,0
ARIWR013,ARI,2001,4,0,0,0,0,0,0,0,0,N/A,N/A,0,3,24,8.0,13,0,0,0
NWEWR005,DEN,2001,4,0,0,0,0,0,0,1,18,18.0,18,0,0,0,N/A,N/A,0,0,0
ATLWR014,JAC,2001,4,0,0,0,0,0,0,4,79,19.8,27,0,3,45,15.0,20,0,0,0
NYJWR020,WAS,2001,4,0,0,0,0,0,0,0,0,N/A,N/A,0,1,11,11.0,11,0,0,0
JACWR008,BAL,2001,4,0,0,0,0,0,0,1,14,14.0,14,0,4,28,7.0,18,0,0,0
DETWR026,PIT,2001,4,0,0,0,0,0,0,1,21,21.0,21,0,0,0,N/A,N/A,0,0,0
KANWR014,KAN,2001,4,0,0,0,0,0,0,0,0,N/A,N/A,0,1,2,2.0,2,0,0,0
NYGWR016,NYG,2001,4,0,0,0,0,0,0,2,32,16.0,26,0,0,0,N/A,N/A,0,0,0
DENWR017,DEN,2001,4,0,0,0,0,0,0,2,44,22.0,30,0,0,0,N/A,N/A,0,0,0
HOUWR003,BUF,2001,4,0,0,0,0,0,0,3,48,16.0,19,0,0,0,N/A,N/A,0,0,0
DALWR013,DAL,2001,5,2,N/A,25,12.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR014,KAN,2001,5,0,N/A,0,N/A,N/A,0,1,22,22.0,22,0,3,32,10.7,13,0,0,0
NYGWR010,BAL,2001,5,3,N/A,38,12.7,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR005,CHI,2001,5,5,N/A,48,9.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR020,SFO,2001,5,4,N/A,51,12.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR006,ARI,2001,5,1,N/A,22,22.0,22,0,2,54,27.0,28,0,0,0,N/A,N/A,0,0,0
SEAWR004,CIN,2001,5,4,N/A,73,18.3,33,0,0,0,N/A,N/A,0,3,36,12.0,31,0,0,0
STLWR013,IND,2001,5,5,N/A,46,9.2,19,0,0,0,N/A,N/A,0,2,25,12.5,18,0,0,0
ATLWR009,ATL,2001,5,1,N/A,47,47.0,47,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2001,5,3,N/A,69,23.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR016,CLE,2001,5,8,N/A,153,19.1,38,1,0,0,N/A,N/A,0,1,4,4.0,4,0,0,0
DETWR026,PIT,2001,5,1,N/A,-2,-2.0,-2,0,2,32,16.0,22,0,0,0,N/A,N/A,0,0,0
NWEWR006,CAR,2001,5,7,N/A,44,6.3,12,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
PITWR012,PIT,2001,5,4,N/A,38,9.5,14,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR009,STL,2001,5,5,N/A,60,12.0,20,0,0,0,N/A,N/A,0,4,43,10.8,23,0,0,0
CLEWR022,NYG,2001,5,5,N/A,93,18.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR019,SDG,2001,5,3,N/A,54,18.0,25,0,0,0,N/A,N/A,0,1,26,26.0,26,0,0,0
DETWR011,GNB,2001,5,1,N/A,47,47.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR005,ARI,2001,5,6,N/A,85,14.2,25,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR029,STL,2001,5,5,N/A,83,16.6,22,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR006,CAR,2001,5,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR010,MIN,2001,5,8,N/A,111,13.9,47,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,PIT,2001,5,3,N/A,39,13.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR015,BAL,2001,5,3,N/A,50,16.7,27,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2001,5,1,N/A,11,11.0,11,0,4,104,26.0,44,0,5,102,20.4,70,1,1,0
KANWR015,MIA,2001,5,3,N/A,53,17.7,28,0,3,84,28.0,39,0,0,0,N/A,N/A,0,0,0
NWEWR013,CIN,2001,5,5,N/A,68,13.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR023,CLE,2001,5,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR012,KAN,2001,5,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR022,TEN,2001,5,2,N/A,70,35.0,36,0,1,21,21.0,21,0,0,0,N/A,N/A,0,0,0
DENWR021,DEN,2001,5,1,N/A,2,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR019,TEN,2001,5,3,N/A,39,13.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR004,NOR,2001,5,0,N/A,0,N/A,N/A,0,6,126,21.0,24,0,4,13,3.3,9,0,2,1
SEAWR001,SEA,2001,5,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2001,5,1,N/A,20,20.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR023,WAS,2001,5,3,N/A,36,12.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR012,CHI,2001,5,1,N/A,18,18.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR009,CIN,2001,5,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR001,OAK,2001,5,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR014,CLE,2001,5,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0,0.0,0,0,1,0
CINWR002,NYJ,2001,5,5,N/A,77,15.4,25,2,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR005,CLE,2001,5,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR013,SEA,2001,5,2,N/A,21,10.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR004,CHI,2001,5,2,N/A,7,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR003,DET,2001,5,2,N/A,20,10.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR020,SEA,2001,5,4,N/A,38,9.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR015,DET,2001,5,9,N/A,125,13.9,26,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR015,PIT,2001,5,2,N/A,15,7.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR011,TAM,2001,5,6,N/A,72,12.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR004,NOR,2001,5,2,N/A,25,12.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR026,KAN,2001,5,1,N/A,10,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR017,CIN,2001,5,1,N/A,5,5.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR017,GNB,2001,5,4,N/A,34,8.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR006,STL,2001,5,4,N/A,49,12.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR014,SFO,2001,5,2,N/A,17,8.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR009,ARI,2001,5,3,N/A,47,15.7,31,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR008,WAS,2001,5,1,N/A,31,31.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR015,MIA,2001,5,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR004,DAL,2001,5,3,N/A,50,16.7,25,0,0,0,N/A,N/A,0,1,20,20.0,20,0,0,0
