# Receiving,Kickoff Returns,Punt Returns,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,KR,Yds,Avg,Long,TD,PR,Yds,Avg,Long,TD,Fum,FumL
DETWR008,DET,2011,2,7,N/A,93,13.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2011,2,4,N/A,66,16.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR013,NWE,2011,2,2,N/A,45,22.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2011,2,5,N/A,61,12.2,19,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2011,2,1,N/A,10,10.0,10,0,1,5,5.0,5,0,0,0,N/A,N/A,0,0,0
PITWR012,PIT,2011,2,4,N/A,33,8.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2011,2,6,N/A,156,26.0,62,0,0,0,0,0,0,0,0,0,0,0,1,1
WASWR019,WAS,2011,2,2,N/A,16,8.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR015,HOU,2011,2,1,N/A,16,16.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR016,BAL,2011,2,3,N/A,46,15.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2011,2,7,N/A,93,13.3,43,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR007,NWE,2011,2,8,N/A,129,16.1,33,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,WAS,2011,2,5,N/A,62,12.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR010,TEN,2011,2,7,N/A,99,14.1,42,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR019,SDG,2011,2,2,N/A,59,29.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR001,GNB,2011,2,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR023,STL,2011,2,6,N/A,92,15.3,33,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR015,HOU,2011,2,3,N/A,48,16.0,31,0,0,0,N/A,N/A,0,2,36,18.0,40,0,0,0
STLWR009,PHI,2011,2,2,N/A,29,14.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR009,NOR,2011,2,4,N/A,10,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR016,NOR,2011,2,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR019,CAR,2011,2,2,N/A,14,7.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2011,2,1,N/A,84,84.0,84,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR017,DEN,2011,2,2,N/A,18,9.0,14,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DALWR016,DAL,2011,2,3,N/A,96,32.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR008,DEN,2011,2,2,N/A,22,11.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR020,ARI,2011,2,2,N/A,24,12.0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
KANWR032,KAN,2011,2,5,N/A,101,20.2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR031,KAN,2011,2,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2011,2,1,N/A,17,17.0,17,0,2,47,23.5,29,0,1,-4,-4.0,-4,0,1,0
PHIWR015,BUF,2011,2,0,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR009,GNB,2011,2,2,N/A,55,27.5,49,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR004,NYJ,2011,2,3,N/A,42,14.0,18,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,SFO,2011,2,4,N/A,38,9.5,14,0,0,0,N/A,N/A,0,4,45,11.3,20,0,0,0
PHIWR004,PHI,2011,2,1,N/A,29,29.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR016,OAK,2011,2,5,N/A,61,12.2,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR009,CHI,2011,2,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0
CHIWR002,MIA,2011,2,6,N/A,79,13.2,29,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR009,DAL,2011,2,9,N/A,143,15.9,53,3,0,0,0,0,0,0,0,0,0,0,1,0
DETWR005,DET,2011,2,3,N/A,29,9.7,15,2,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR021,SEA,2011,2,4,N/A,35,8.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR004,NYG,2011,2,2,N/A,29,14.5,22,1,0,0,N/A,N/A,0,1,4,4.0,4,0,0,0
SDGWR011,SDG,2011,2,0,0,0,0,0,0,3,63,21.0,27,0,0,0,N/A,N/A,0,0,0
WASWR008,WAS,2011,2,0,0,0,0,0,0,4,105,26.3,31,0,4,73,18.3,35,0,0,0
NYJWR008,MIA,2011,2,0,0,0,0,0,0,3,77,25.7,39,0,3,32,10.7,17,0,0,0
NYJWR017,NYJ,2011,2,0,0,0,0,0,0,1,15,15.0,15,0,0,0,N/A,N/A,0,0,0
INDWR003,IND,2011,2,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DALWR014,DAL,2011,2,0,0,0,0,0,0,0,0,N/A,N/A,0,2,25,12.5,14,0,0,0
JACWR019,JAC,2011,2,0,0,0,0,0,0,0,0,N/A,N/A,0,2,7,3.5,6,0,0,0
DALWR005,TAM,2011,2,0,0,0,0,0,0,1,21,21.0,21,0,0,0,N/A,N/A,0,0,0
NYGWR017,NYG,2011,2,0,0,0,0,0,0,2,51,25.5,27,0,0,0,N/A,N/A,0,0,0
CHIWR011,ATL,2011,2,0,0,0,0,0,0,3,78,26.0,36,0,1,19,19.0,19,0,0,0
CINWR001,CIN,2011,2,0,0,0,0,0,0,0,0,N/A,N/A,0,5,29,5.8,16,0,0,0
NWEWR010,NWE,2011,2,0,0,0,0,0,0,2,39,19.5,20,0,0,0,N/A,N/A,0,0,0
CLEWR010,CAR,2011,2,0,0,0,0,0,0,0,0,N/A,N/A,0,2,11,5.5,7,0,0,0
STLWR008,OAK,2011,2,0,0,0,0,0,0,4,61,15.3,18,0,2,19,9.5,12,0,0,0
INDWR025,BAL,2011,2,0,0,0,0,0,0,3,125,41.7,77,0,0,0,N/A,N/A,0,0,0
MIAWR007,MIA,2011,3,4,N/A,87,21.8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR018,IND,2011,3,5,N/A,29,5.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR002,JAC,2011,3,4,N/A,55,13.8,36,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR001,PIT,2011,3,5,N/A,144,28.8,81,1,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR020,CLE,2011,3,2,N/A,26,13.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR005,CHI,2011,3,4,N/A,84,21.0,40,0,2,40,20.0,27,0,1,9,9.0,9,0,0,0
MIAWR012,STL,2011,3,5,N/A,55,11.0,34,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR017,KAN,2011,3,5,N/A,17,3.4,4,0,1,29,29.0,29,0,0,0,N/A,N/A,0,0,0
DALWR001,DAL,2011,3,4,N/A,63,15.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR029,DAL,2011,3,3,N/A,19,6.3,20,0,0,0,0,0,0,0,0,0,0,0,1,1
NWEWR010,NWE,2011,3,1,N/A,5,5.0,5,0,3,63,21.0,29,0,3,31,10.3,18,0,0,0
TENWR004,TEN,2011,3,3,N/A,18,6.0,13,0,0,0,0,0,0,0,0,0,0,0,1,1
NYGWR005,NYG,2011,3,3,N/A,25,8.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR003,IND,2011,3,6,N/A,82,13.7,29,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR005,BUF,2011,3,8,N/A,94,11.8,33,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR014,SFO,2011,3,2,N/A,17,8.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR014,TEN,2011,3,2,N/A,16,8.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR018,CIN,2011,3,6,N/A,53,8.8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,NYJ,2011,3,6,N/A,45,7.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR001,MIA,2011,3,5,N/A,52,10.4,16,0,0,0,N/A,N/A,0,1,16,16.0,16,0,0,0
SEAWR015,MIN,2011,3,3,N/A,47,15.7,21,0,2,47,23.5,25,0,0,0,N/A,N/A,0,0,0
PHIWR012,PHI,2011,3,5,N/A,69,13.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR007,SFO,2011,3,3,N/A,24,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR017,OAK,2011,3,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR015,TAM,2011,3,3,N/A,19,6.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR003,SEA,2011,3,2,N/A,15,7.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR019,CLE,2011,3,3,N/A,24,8.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR002,GNB,2011,3,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,5,39,7.8,17,0,0,0
BALWR013,BAL,2011,3,5,N/A,152,30.4,74,3,0,0,0,0,0,0,0,0,0,0,0,0
DETWR010,DET,2011,3,4,N/A,51,12.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR011,ATL,2011,3,6,N/A,115,19.2,49,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR014,STL,2011,3,2,N/A,8,4.0,5,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
OAKWR020,OAK,2011,3,4,N/A,34,8.5,13,0,0,0,N/A,N/A,0,3,15,5.0,14,0,0,0
BALWR008,BAL,2011,3,1,N/A,7,7.0,7,0,2,60,30.0,37,0,1,0,0.0,0,0,1,0
CINWR011,CHI,2011,3,5,N/A,27,5.4,10,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR019,SEA,2011,3,2,N/A,23,11.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR017,NYJ,2011,3,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,4,80,20.0,53,0,0,0
CINWR003,CIN,2011,3,4,N/A,29,7.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR008,STL,2011,3,2,N/A,28,14.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR018,ARI,2011,3,4,N/A,38,9.5,16,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
SEAWR010,TAM,2011,3,5,N/A,43,8.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR002,DEN,2011,3,7,N/A,48,6.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR016,PIT,2011,3,2,N/A,21,10.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR009,TEN,2011,3,1,N/A,19,19.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR014,PIT,2011,3,4,N/A,75,18.8,21,0,0,0,N/A,N/A,0,4,65,16.3,37,0,0,0
TENWR006,TEN,2011,3,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,4,21,5.3,12,0,0,0
NYGWR002,NYG,2011,3,3,N/A,110,36.7,74,2,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR011,TAM,2011,3,1,N/A,11,11.0,11,0,1,24,24.0,24,0,2,29,14.5,23,0,0,0
NYJWR007,BUF,2011,3,6,N/A,84,14.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR001,BUF,2011,3,5,N/A,101,20.2,48,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR008,ATL,2011,3,5,N/A,35,7.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR018,OAK,2011,3,4,N/A,31,7.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR007,SDG,2011,3,5,N/A,47,9.4,23,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
DENWR013,NWE,2011,3,16,N/A,217,13.6,33,2,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2011,3,3,N/A,62,20.7,44,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,MIN,2011,3,9,N/A,88,9.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2011,3,5,N/A,64,12.8,28,1,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR015,ARI,2011,3,5,N/A,50,10.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2011,3,9,N/A,140,15.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR016,NOR,2011,3,9,N/A,88,9.8,16,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR010,TEN,2011,3,8,N/A,92,11.5,22,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR010,CLE,2011,3,3,N/A,49,16.3,33,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2011,3,5,N/A,63,12.6,20,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR016,HOU,2011,3,3,N/A,35,11.7,20,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR017,DEN,2011,3,4,N/A,38,9.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2011,3,5,N/A,70,14.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2011,3,3,N/A,24,8.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYJ,2011,3,3,N/A,55,18.3,24,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR010,NYG,2011,3,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2011,3,3,N/A,17,5.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR013,NWE,2011,3,2,N/A,28,14.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2011,3,2,N/A,15,7.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR008,DET,2011,3,2,N/A,12,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR016,BAL,2011,3,7,N/A,74,10.6,21,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2011,3,7,N/A,128,18.3,48,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,WAS,2011,3,5,N/A,60,12.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR004,NYJ,2011,3,1,N/A,19,19.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR019,SDG,2011,3,2,N/A,28,14.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR001,GNB,2011,3,4,N/A,24,6.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR023,STL,2011,3,3,N/A,36,12.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR019,JAC,2011,3,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR016,DAL,2011,3,3,N/A,49,16.3,25,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR015,HOU,2011,3,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,2,5,2.5,5,0,0,0
MINWR009,GNB,2011,3,9,N/A,119,13.2,25,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR019,CAR,2011,3,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR008,PHI,2011,3,2,N/A,30,15.0,17,0,0,0,N/A,N/A,0,1,13,13.0,13,0,0,0
MINWR001,CIN,2011,3,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2011,3,3,N/A,40,13.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR008,DEN,2011,3,2,N/A,16,8.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR009,PHI,2011,3,2,N/A,27,13.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR031,KAN,2011,3,3,N/A,55,18.3,43,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR004,PHI,2011,3,4,N/A,33,8.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR002,MIA,2011,3,4,N/A,43,10.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR016,OAK,2011,3,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2011,3,3,N/A,62,20.7,37,0,1,24,24.0,24,0,1,21,21.0,21,0,0,0
SEAWR011,SEA,2011,3,8,N/A,109,13.6,32,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR013,MIN,2011,3,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR015,BUF,2011,3,0,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR032,KAN,2011,3,4,N/A,67,16.8,23,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR021,SEA,2011,3,2,N/A,12,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR005,DET,2011,3,7,N/A,108,15.4,40,2,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR009,NOR,2011,3,5,N/A,51,10.2,16,1,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR009,CHI,2011,3,1,N/A,17,17.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR011,SDG,2011,3,0,0,0,0,0,0,1,20,20.0,20,0,0,0,N/A,N/A,0,0,0
INDWR003,IND,2011,3,0,0,0,0,0,0,0,0,N/A,N/A,0,1,2,2.0,2,0,0,0
WASWR008,WAS,2011,3,0,0,0,0,0,0,5,100,20.0,23,0,2,16,8.0,10,0,0,0
JACWR019,JAC,2011,3,0,0,0,0,0,0,0,0,N/A,N/A,0,2,-2,-1.0,0,0,0,0
DALWR014,DAL,2011,3,0,0,0,0,0,0,0,0,N/A,N/A,0,2,10,5.0,9,0,0,0
SDGWR002,SDG,2011,3,0,0,0,0,0,0,0,0,N/A,N/A,0,2,9,4.5,5,0,0,0
NYJWR008,MIA,2011,3,0,0,0,0,0,0,3,60,20.0,27,0,0,0,N/A,N/A,0,0,0
CARWR017,SFO,2011,3,0,0,0,0,0,0,2,59,29.5,32,0,3,19,6.3,9,0,0,0
NYGWR017,NYG,2011,3,0,0,0,0,0,0,1,33,33.0,33,0,0,0,N/A,N/A,0,0,0
CHIWR011,ATL,2011,3,0,0,0,0,0,0,3,58,19.3,25,0,2,16,8.0,13,0,0,0
CINWR001,CIN,2011,3,0,0,0,0,0,0,2,50,25.0,25,0,3,31,10.3,14,0,0,0
JACWR002,DEN,2011,3,0,0,0,0,0,0,1,19,19.0,19,0,3,47,15.7,30,0,0,0
CLEWR011,CLE,2011,3,0,0,0,0,0,0,0,0,N/A,N/A,0,1,6,6.0,6,0,0,0
CLEWR010,CAR,2011,3,0,0,0,0,0,0,1,4,4.0,4,0,4,28,7.0,14,0,0,0
NWEWR010,NWE,2011,4,1,N/A,11,11.0,11,0,2,47,23.5,26,0,1,15,15.0,15,0,0,0
DETWR029,DAL,2011,4,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR012,STL,2011,4,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR030,JAC,2011,4,2,N/A,16,8.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR005,CHI,2011,4,3,N/A,48,16.0,22,0,1,32,32.0,32,0,0,0,N/A,N/A,0,0,0
CLEWR011,CLE,2011,4,1,N/A,19,19.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR001,DAL,2011,4,3,N/A,37,12.3,25,2,0,0,0,0,0,0,0,0,0,0,0,0
CARWR018,CAR,2011,4,4,N/A,42,10.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR016,PIT,2011,4,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,1,10,10.0,10,0,0,0
TENWR009,TEN,2011,4,1,N/A,4,4.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR015,TAM,2011,4,1,N/A,43,43.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR017,KAN,2011,4,3,N/A,12,4.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR018,IND,2011,4,2,N/A,16,8.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR007,MIA,2011,4,3,N/A,31,10.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR017,OAK,2011,4,4,N/A,115,28.8,58,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR007,SFO,2011,4,5,N/A,68,13.6,38,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR001,MIA,2011,4,3,N/A,21,7.0,12,0,0,0,N/A,N/A,0,1,22,22.0,22,0,0,0
BUFWR005,BUF,2011,4,4,N/A,58,14.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR003,IND,2011,4,2,N/A,146,73.0,87,2,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,NYJ,2011,4,2,N/A,37,18.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR015,MIN,2011,4,5,N/A,42,8.4,22,0,1,25,25.0,25,0,0,0,N/A,N/A,0,0,0
MIAWR001,PIT,2011,4,4,N/A,77,19.3,40,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR002,JAC,2011,4,5,N/A,73,14.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR020,CLE,2011,4,6,N/A,46,7.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR006,CLE,2011,4,3,N/A,25,8.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR005,NYG,2011,4,10,N/A,162,16.2,29,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR002,DEN,2011,4,5,N/A,56,11.2,33,2,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,TAM,2011,4,5,N/A,66,13.2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR019,CLE,2011,4,6,N/A,57,9.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR002,GNB,2011,4,2,N/A,75,37.5,61,0,2,59,29.5,30,0,2,7,3.5,7,0,0,0
BALWR013,BAL,2011,4,1,N/A,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR010,DET,2011,4,3,N/A,41,13.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR011,ATL,2011,4,11,N/A,127,11.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR014,STL,2011,4,4,N/A,32,8.0,12,0,1,19,19.0,19,0,3,0,0.0,0,0,2,0
SDGWR020,SDG,2011,4,2,N/A,26,13.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR011,CHI,2011,4,1,N/A,16,16.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR008,BAL,2011,4,1,N/A,11,11.0,11,0,3,49,16.3,19,0,0,0,N/A,N/A,0,1,0
SEAWR019,SEA,2011,4,5,N/A,84,16.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR020,OAK,2011,4,3,N/A,19,6.3,7,1,0,0,N/A,N/A,0,1,18,18.0,18,0,0,0
NYJWR008,MIA,2011,4,1,N/A,8,8.0,8,0,3,66,22.0,28,0,0,0,N/A,N/A,0,0,0
CINWR003,CIN,2011,4,4,N/A,118,29.5,58,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
CINWR013,CIN,2011,4,2,N/A,43,21.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR001,BUF,2011,4,3,N/A,21,7.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR007,BUF,2011,4,2,N/A,18,9.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR017,SFO,2011,4,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR014,PIT,2011,4,5,N/A,67,13.4,23,0,2,44,22.0,25,0,1,33,33.0,33,0,0,0
OAKWR004,OAK,2011,4,0,N/A,0,N/A,N/A,0,2,45,22.5,27,0,0,0,N/A,N/A,0,0,0
BUFWR012,BUF,2011,4,1,N/A,28,28.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR011,TAM,2011,4,5,N/A,70,14.0,21,1,1,24,24.0,24,0,3,17,5.7,13,0,0,0
SDGWR008,STL,2011,4,3,N/A,46,15.3,25,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR008,WAS,2011,4,0,N/A,0,N/A,N/A,0,2,35,17.5,20,0,4,3,0.8,5,0,1,0
NYGWR002,NYG,2011,4,6,N/A,98,16.3,26,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR031,JAC,2011,4,1,N/A,16,16.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR014,SFO,2011,4,3,N/A,65,21.7,30,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR012,PHI,2011,4,7,N/A,74,10.6,19,0,0,0,0,0,0,0,0,0,0,0,1,1
MINWR021,MIN,2011,4,1,N/A,20,20.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR007,SDG,2011,4,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,3,22,7.3,14,0,0,0
KANWR036,KAN,2011,4,3,N/A,33,11.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,MIN,2011,4,1,N/A,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR003,CHI,2011,4,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR014,TEN,2011,4,2,N/A,38,19.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR019,SDG,2011,4,2,N/A,26,13.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR010,CLE,2011,4,5,N/A,50,10.0,16,0,2,28,14.0,27,0,2,18,9.0,16,0,0,0
TENWR010,TEN,2011,4,2,N/A,62,31.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2011,4,3,N/A,108,36.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2011,4,6,N/A,78,13.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,SEA,2011,4,3,N/A,36,12.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2011,4,8,N/A,102,12.8,47,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR017,DEN,2011,4,8,N/A,136,17.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2011,4,5,N/A,39,7.8,13,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2011,4,4,N/A,59,14.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0
