# Rushing,Receiving,Fumbles
# PID,TID,Season,Week,Att,Yds,Y/A,Lng,TD,Rec,Tgt,Yds,Y/R,Lng,TD,Fum,FumL
HOURB017,HOU,2009,16,2,9,4.5,9,0,1,N/A,1,1.0,1,0,0,0
CINRB010,CIN,2009,16,0,0,N/A,N/A,0,1,N/A,9,9.0,9,0,0,0
HOURB018,TAM,2009,16,7,32,4.6,16,0,0,N/A,0,N/A,N/A,0,0,0
INDRB013,PIT,2009,16,1,-2,-2.0,-2,0,0,N/A,0,N/A,N/A,0,0,0
NORRB009,SEA,2009,16,14,39,2.8,9,0,6,N/A,51,8.5,17,0,0,0
ATLRB024,ATL,2009,16,1,3,3.0,3,0,0,N/A,0,N/A,N/A,0,0,0
SFORB009,PHI,2009,16,9,32,3.6,9,0,2,N/A,5,2.5,6,0,0,0
DETRB007,DET,2009,16,18,37,2.1,9,0,4,N/A,29,7.3,14,0,0,0
NWERB010,NWE,2009,16,6,41,6.8,18,0,0,N/A,0,N/A,N/A,0,0,0
BALRB018,MIA,2009,16,10,35,3.5,11,0,5,N/A,26,5.2,10,0,0,0
HOURB003,GNB,2009,16,8,29,3.6,16,1,0,N/A,0,N/A,N/A,0,0,0
NWERB005,NWE,2009,16,11,35,3.2,8,0,0,N/A,0,N/A,N/A,0,0,0
KANRB011,NYJ,2009,16,23,105,4.6,29,1,0,N/A,0,N/A,N/A,0,0,0
DALRB021,NWE,2009,16,12,95,7.9,55,1,1,N/A,3,3.0,3,0,0,0
DENRB011,DEN,2009,16,5,42,8.4,33,0,2,N/A,12,6.0,7,0,0,0
DETRB027,SFO,2009,16,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
CARRB012,CAR,2009,16,9,37,4.1,18,1,1,N/A,12,12.0,12,0,0,0
ATLRB003,ATL,2009,16,3,9,3.0,5,0,0,N/A,0,N/A,N/A,0,0,0
PITRB005,PIT,2009,16,2,17,8.5,13,0,0,N/A,0,N/A,N/A,0,0,0
TAMRB021,TAM,2009,16,1,8,8.0,8,0,4,N/A,43,10.8,14,0,0,0
INDRB005,IND,2009,16,6,40,6.7,21,1,0,N/A,0,N/A,N/A,0,0,0
DENRB021,NWE,2009,16,5,22,4.4,9,0,0,N/A,0,N/A,N/A,0,1,1
DETRB014,NOR,2009,16,2,16,8.0,13,0,6,N/A,37,6.2,15,0,0,0
WASRB013,GNB,2009,16,16,97,6.1,56,2,0,N/A,0,N/A,N/A,0,0,0
JACRB002,JAC,2009,16,18,63,3.5,14,0,3,N/A,35,11.7,17,0,0,0
STLRB014,ATL,2009,16,13,52,4.0,21,0,1,N/A,9,9.0,9,0,0,0
NYJRB008,NYJ,2009,16,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
BUFRB014,WAS,2009,16,7,13,1.9,8,0,1,N/A,16,16.0,16,0,0,0
DETRB023,CLE,2009,16,39,148,3.8,17,1,0,N/A,0,N/A,N/A,0,1,1
SEARB011,SFO,2009,16,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
NORRB018,NOR,2009,16,0,0,N/A,N/A,0,1,N/A,8,8.0,8,0,0,0
PHIRB014,PHI,2009,16,7,20,2.9,5,0,0,N/A,0,N/A,N/A,0,0,0
STLRB012,TAM,2009,16,24,129,5.4,23,1,3,N/A,19,6.3,7,0,0,0
GNBRB011,CIN,2009,16,29,133,4.6,32,0,2,N/A,7,3.5,6,0,0,0
ATLRB022,MIA,2009,16,2,3,1.5,2,0,1,N/A,7,7.0,7,0,0,0
ARIRB009,ARI,2009,16,0,0,N/A,N/A,0,2,N/A,14,7.0,8,0,0,0
SFORB005,SFO,2009,16,28,71,2.5,15,1,4,N/A,81,20.3,48,0,1,1
HOURB009,HOU,2009,16,8,23,2.9,7,0,4,N/A,39,9.8,16,0,0,0
BUFRB008,BUF,2009,16,1,2,2.0,2,0,4,N/A,28,7.0,9,0,0,0
NORRB007,SDG,2009,16,5,38,7.6,21,2,2,N/A,23,11.5,20,1,0,0
SFORB011,NYG,2009,16,6,1,0.2,3,0,0,N/A,0,N/A,N/A,0,0,0
CHIRB004,DAL,2009,16,17,63,3.7,12,1,4,N/A,30,7.5,13,0,0,0
BUFRB016,BUF,2009,16,13,39,3.0,12,0,2,N/A,14,7.0,7,0,1,1
KANRB017,KAN,2009,17,25,259,10.4,56,2,1,N/A,3,3.0,3,0,0,0
MINRB010,DET,2009,17,0,0,N/A,N/A,0,2,N/A,37,18.5,24,0,0,0
BALRB011,BAL,2009,17,14,70,5.0,27,0,4,N/A,19,4.8,9,0,0,0
CHIRB005,CHI,2009,17,16,101,6.3,53,0,3,N/A,23,7.7,12,0,0,0
TENRB020,TEN,2009,17,36,134,3.7,12,2,3,N/A,20,6.7,10,0,1,1
WASRB007,ARI,2009,17,6,24,4.0,11,0,2,N/A,4,2.0,5,0,0,0
INDRB012,IND,2009,17,10,28,2.8,15,1,2,N/A,16,8.0,9,0,0,0
CARRB007,SDG,2009,17,0,0,N/A,N/A,0,3,N/A,9,3.0,7,1,0,0
CINRB002,NWE,2009,17,4,22,5.5,12,0,0,N/A,0,N/A,N/A,0,0,0
JACRB014,SEA,2009,17,10,74,7.4,24,0,2,N/A,14,7.0,10,0,0,0
NYJRB012,MIA,2009,17,1,9,9.0,9,0,1,N/A,11,11.0,11,1,0,0
ARIRB013,PIT,2009,17,20,94,4.7,36,0,1,N/A,26,26.0,26,0,0,0
PITRB013,DAL,2009,17,15,91,6.1,49,1,3,N/A,3,1.0,4,0,0,0
SDGRB001,BAL,2009,17,1,5,5.0,5,0,1,N/A,6,6.0,6,0,0,0
ATLRB011,ATL,2009,17,25,147,5.9,22,0,3,N/A,21,7.0,9,0,0,0
CHIRB002,OAK,2009,17,10,18,1.8,5,0,1,N/A,4,4.0,4,0,0,0
CLERB008,GNB,2009,17,6,17,2.8,5,0,2,N/A,29,14.5,17,0,0,0
TAMRB017,CIN,2009,17,1,8,8.0,8,0,0,N/A,0,N/A,N/A,0,0,0
INDRB011,NYG,2009,17,7,13,1.9,8,0,2,N/A,33,16.5,26,0,0,0
TAMRB004,NYG,2009,17,5,22,4.4,13,1,2,N/A,19,9.5,14,0,0,0
CARRB006,CAR,2009,17,16,125,7.8,67,1,0,N/A,0,N/A,N/A,0,0,0
OAKRB016,OAK,2009,17,5,9,1.8,5,0,0,N/A,0,N/A,N/A,0,0,0
WASRB005,WAS,2009,17,6,26,4.3,17,0,1,N/A,7,7.0,7,0,0,0
KANRB012,KAN,2009,17,3,19,6.3,13,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB006,KAN,2009,17,2,3,1.5,2,1,1,N/A,13,13.0,13,0,0,0
NORRB010,NOR,2009,17,10,48,4.8,12,1,3,N/A,38,12.7,16,0,0,0
PITRB001,ARI,2009,17,1,3,3.0,3,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB011,JAC,2009,17,3,9,3.0,4,0,3,N/A,31,10.3,14,0,0,0
KANRB003,KAN,2009,17,3,10,3.3,5,0,0,N/A,0,N/A,N/A,0,0,0
CLERB013,STL,2009,17,2,5,2.5,6,0,0,N/A,0,N/A,N/A,0,0,0
BALRB014,CIN,2009,17,6,20,3.3,22,0,0,N/A,0,N/A,N/A,0,0,0
HOURB002,HOU,2009,17,20,119,6.0,24,2,3,N/A,26,8.7,10,0,0,0
SDGRB005,NYJ,2009,17,6,20,3.3,6,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB007,CHI,2009,17,11,44,4.0,11,0,0,N/A,0,N/A,N/A,0,0,0
MIARB004,MIA,2009,17,1,5,5.0,5,0,0,N/A,0,N/A,N/A,0,0,0
CLERB014,CLE,2009,17,9,38,4.2,11,0,0,N/A,0,N/A,N/A,0,0,0
CINRB011,TAM,2009,17,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
DETRB005,DET,2009,17,3,21,7.0,13,0,3,N/A,19,6.3,17,0,0,0
NYJRB006,CAR,2009,17,13,44,3.4,11,0,0,N/A,0,N/A,N/A,0,0,0
MINRB013,MIN,2009,17,10,40,4.0,10,0,0,N/A,0,N/A,N/A,0,0,0
TENRB001,MIN,2009,17,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,2,0
OAKRB019,OAK,2009,17,0,0,N/A,N/A,0,1,N/A,11,11.0,11,0,0,0
SEARB002,SEA,2009,17,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
DENRB010,DEN,2009,17,14,50,3.6,18,2,3,N/A,48,16.0,20,0,0,0
INDRB025,IND,2009,17,4,-4,-1.0,2,0,0,N/A,0,N/A,N/A,0,0,0
SFORB004,SFO,2009,17,2,12,6.0,9,0,0,N/A,0,N/A,N/A,0,0,0
TENRB012,NYJ,2009,17,13,62,4.8,15,0,0,N/A,0,N/A,N/A,0,0,0
PHIRB013,PHI,2009,17,1,4,4.0,4,0,2,N/A,5,2.5,9,0,0,0
ARIRB018,ARI,2009,17,6,19,3.2,17,0,0,N/A,0,N/A,N/A,0,0,0
SEARB015,BUF,2009,17,1,0,0.0,0,0,1,N/A,2,2.0,2,0,0,0
MINRB014,MIN,2009,17,9,54,6.0,23,1,1,N/A,1,1.0,1,0,0,0
CHIRB007,CHI,2009,17,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
CLERB005,BAL,2009,17,16,167,10.4,77,3,0,N/A,0,N/A,N/A,0,0,0
ARIRB005,MIN,2009,17,7,12,1.7,10,0,2,N/A,17,8.5,10,0,1,0
OAKRB010,WAS,2009,17,1,3,3.0,3,0,1,N/A,19,19.0,19,0,0,0
SFORB009,PHI,2009,17,5,17,3.4,8,0,4,N/A,20,5.0,11,0,0,0
MIARB002,CIN,2009,17,9,38,4.2,22,0,0,N/A,0,N/A,N/A,0,0,0
CINRB010,CIN,2009,17,1,3,3.0,3,0,0,N/A,0,N/A,N/A,0,0,0
NORRB009,SEA,2009,17,14,61,4.4,17,0,1,N/A,3,3.0,3,0,0,0
ATLRB025,STL,2009,17,20,63,3.2,13,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB024,ATL,2009,17,2,6,3.0,4,0,0,N/A,0,N/A,N/A,0,0,0
SEARB010,SEA,2009,17,0,0,N/A,N/A,0,2,N/A,9,4.5,8,0,0,0
DETRB007,DET,2009,17,16,65,4.1,16,0,5,N/A,41,8.2,11,0,0,0
DENRB011,DEN,2009,17,6,18,3.0,11,0,2,N/A,3,1.5,5,0,0,0
BALRB018,MIA,2009,17,12,31,2.6,16,0,3,N/A,4,1.3,8,0,0,0
WASRB008,WAS,2009,17,0,0,N/A,N/A,0,3,N/A,12,4.0,6,1,0,0
HOURB003,GNB,2009,17,12,42,3.5,14,0,0,N/A,0,N/A,N/A,0,0,0
NWERB005,NWE,2009,17,7,33,4.7,12,2,0,N/A,0,N/A,N/A,0,1,1
KANRB011,NYJ,2009,17,27,78,2.9,9,2,0,N/A,0,N/A,N/A,0,0,0
DALRB021,NWE,2009,17,7,9,1.3,6,0,3,N/A,13,4.3,9,0,0,0
DETRB027,SFO,2009,17,3,5,1.7,2,1,0,N/A,0,N/A,N/A,0,0,0
OAKRB005,SDG,2009,17,11,28,2.5,14,0,4,N/A,62,15.5,33,0,0,0
NYJRB001,SDG,2009,17,2,1,0.5,1,0,2,N/A,17,8.5,15,0,0,0
CARRB012,CAR,2009,17,7,10,1.4,3,0,1,N/A,6,6.0,6,0,0,0
INDRB013,PIT,2009,17,0,0,N/A,N/A,0,1,N/A,8,8.0,8,0,0,0
PITRB005,PIT,2009,17,12,91,7.6,34,0,0,N/A,0,N/A,N/A,0,0,0
JACRB002,JAC,2009,17,16,82,5.1,30,0,1,N/A,6,6.0,6,0,1,0
STLRB014,ATL,2009,17,9,27,3.0,5,0,4,N/A,23,5.8,8,0,0,0
TENRB009,TEN,2009,17,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
DETRB014,NOR,2009,17,5,35,7.0,17,0,0,N/A,0,N/A,N/A,0,0,0
GNBRB019,GNB,2009,17,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
DETRB023,CLE,2009,17,33,127,3.8,17,1,2,N/A,20,10.0,11,0,0,0
BUFRB014,WAS,2009,17,12,27,2.3,9,0,1,N/A,7,7.0,7,0,0,0
MINRB016,MIN,2009,17,1,2,2.0,2,0,1,N/A,1,1.0,1,1,0,0
BUFRB016,BUF,2009,17,33,212,6.4,26,0,2,N/A,15,7.5,11,1,0,0
TENRB005,TEN,2009,17,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
CLERB004,NOR,2009,17,17,28,1.6,9,0,2,N/A,-2,-1.0,0,0,0,0
WASRB013,GNB,2009,17,11,51,4.6,13,1,0,N/A,0,N/A,N/A,0,0,0
NORRB018,NOR,2009,17,0,0,N/A,N/A,0,1,N/A,6,6.0,6,0,0,0
STLRB012,TAM,2009,17,19,40,2.1,9,0,4,N/A,35,8.8,17,0,1,0
ATLRB022,MIA,2009,17,2,6,3.0,4,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB009,ARI,2009,17,0,0,N/A,N/A,0,1,N/A,1,1.0,1,0,0,0
BALRB008,HOU,2009,17,0,0,N/A,N/A,0,1,N/A,26,26.0,26,0,0,0
SFORB005,SFO,2009,17,23,107,4.7,34,2,2,N/A,25,12.5,22,0,0,0
HOURB009,HOU,2009,17,4,17,4.3,15,0,0,N/A,0,N/A,N/A,0,1,0
PHIRB014,PHI,2009,17,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
BUFRB008,BUF,2009,17,4,32,8.0,25,0,0,N/A,0,N/A,N/A,0,0,0
NORRB007,SDG,2009,17,2,18,9.0,12,0,0,N/A,0,N/A,N/A,0,0,0
CHIRB004,DAL,2009,17,14,91,6.5,32,0,1,N/A,14,14.0,14,0,0,0
NYJRB008,NYJ,2009,17,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
CHIRB004,DAL,2010,1,8,39,4.9,12,0,2,N/A,1,0.5,2,0,0,0
TENRB020,TEN,2010,1,27,142,5.3,76,2,4,N/A,8,2.0,5,0,0,0
ARIRB013,PIT,2010,1,22,120,5.5,50,1,2,N/A,15,7.5,9,0,0,0
PITRB013,DAL,2010,1,8,38,4.8,11,0,2,N/A,26,13.0,24,0,0,0
CHIRB005,CHI,2010,1,17,50,2.9,17,0,7,N/A,151,21.6,89,2,2,1
BALRB011,BAL,2010,1,21,43,2.0,7,0,2,N/A,19,9.5,16,0,0,0
INDRB001,DAL,2010,1,5,18,3.6,8,0,2,N/A,-2,-1.0,2,0,1,1
MIARB009,HOU,2010,1,6,29,4.8,13,0,0,N/A,0,N/A,N/A,0,0,0
KANRB017,KAN,2010,1,11,92,8.4,56,1,1,N/A,8,8.0,8,0,0,0
DENRB007,SDG,2010,1,0,0,N/A,N/A,0,2,N/A,6,3.0,3,0,0,0
CARRB006,CAR,2010,1,5,12,2.4,4,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB016,OAK,2010,1,18,95,5.3,13,0,6,N/A,55,9.2,16,1,0,0
ATLRB011,ATL,2010,1,2,4,2.0,3,0,1,N/A,4,4.0,4,0,0,0
SDGRB001,BAL,2010,1,4,6,1.5,3,0,1,N/A,5,5.0,5,0,0,0
CLERB008,GNB,2010,1,18,63,3.5,18,0,2,N/A,12,6.0,13,0,0,0
SEARB015,BUF,2010,1,3,13,4.3,15,0,0,N/A,0,N/A,N/A,0,0,0
STLRB007,STL,2010,1,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
INDRB011,NYG,2010,1,20,76,3.8,39,1,2,N/A,17,8.5,16,0,1,1
PHIRB005,PHI,2010,1,0,0,N/A,N/A,0,1,N/A,10,10.0,10,0,1,1
NORRB004,NOR,2010,1,19,71,3.7,11,1,3,N/A,15,5.0,15,0,0,0
KANRB012,KAN,2010,1,1,0,0.0,0,0,2,N/A,3,1.5,3,0,0,0
MINRB010,DET,2010,1,2,7,3.5,5,0,0,N/A,0,N/A,N/A,0,0,0
WASRB007,ARI,2010,1,13,54,4.2,20,1,4,N/A,40,10.0,17,0,2,2
OAKRB011,JAC,2010,1,4,26,6.5,15,0,1,N/A,4,4.0,4,0,0,0
PITRB001,ARI,2010,1,7,49,7.0,21,0,3,N/A,16,5.3,9,0,0,0
BALRB014,CIN,2010,1,6,35,5.8,9,0,3,N/A,15,5.0,9,0,0,0
TENRB018,TEN,2010,1,5,33,6.6,15,1,0,N/A,0,N/A,N/A,0,0,0
HOURB002,HOU,2010,1,33,231,7.0,42,3,1,N/A,7,7.0,7,0,0,0
PITRB012,PIT,2010,1,6,19,3.2,6,0,0,N/A,0,N/A,N/A,0,0,0
DENRB023,DAL,2010,1,1,8,8.0,8,0,0,N/A,0,N/A,N/A,0,0,0
DETRB022,DET,2010,1,14,20,1.4,8,2,5,N/A,16,3.2,8,0,0,0
SDGRB011,SDG,2010,1,20,78,3.9,15,0,1,N/A,2,2.0,2,0,1,1
BUFRB015,BUF,2010,1,7,6,0.9,6,0,4,N/A,8,2.0,9,0,0,0
NYJRB006,CAR,2010,1,0,0,N/A,N/A,0,3,N/A,31,10.3,13,0,0,0
TENRB012,NYJ,2010,1,5,18,3.6,8,0,1,N/A,9,9.0,9,0,2,1
CINRB002,NWE,2010,1,5,22,4.4,7,0,0,N/A,0,N/A,N/A,0,0,0
JACRB014,SEA,2010,1,7,43,6.1,32,0,3,N/A,17,5.7,9,0,0,0
NYGRB014,CLE,2010,1,9,41,4.6,12,1,4,N/A,24,6.0,16,0,2,1
DENRB006,DEN,2010,1,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
CARRB007,SDG,2010,1,2,26,13.0,23,0,0,N/A,0,N/A,N/A,0,0,0
MINRB013,MIN,2010,1,3,2,0.7,2,0,2,N/A,11,5.5,13,0,0,0
PHIRB013,PHI,2010,1,7,35,5.0,12,1,5,N/A,47,9.4,27,0,0,0
INDRB025,IND,2010,1,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
DENRB010,DEN,2010,1,15,60,4.0,17,1,1,N/A,4,4.0,4,0,0,0
MINRB014,MIN,2010,1,19,87,4.6,14,0,3,N/A,14,4.7,11,0,0,0
TENRB005,TEN,2010,1,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
ARIRB005,CHI,2010,1,9,29,3.2,10,0,3,N/A,44,14.7,18,0,0,0
OAKRB010,OAK,2010,1,0,0,N/A,N/A,0,1,N/A,10,10.0,10,0,0,0
DETRB007,DET,2010,1,2,-3,-1.5,0,0,2,N/A,18,9.0,15,0,0,0
WASRB006,WAS,2010,1,18,63,3.5,18,0,1,N/A,1,1.0,1,0,0,0
CLERB005,BAL,2010,1,6,-2,-0.3,1,1,1,N/A,-6,-6.0,-6,0,1,1
MIARB002,WAS,2010,1,3,9,3.0,7,0,0,N/A,0,N/A,N/A,0,0,0
INDRB013,PIT,2010,1,1,0,0.0,0,0,2,N/A,3,1.5,4,0,0,0
HOURB019,JAC,2010,1,0,0,N/A,N/A,0,1,N/A,-1,-1.0,-1,0,0,0
NORRB009,SEA,2010,1,8,18,2.3,6,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB025,STL,2010,1,22,81,3.7,18,0,4,N/A,6,1.5,9,0,0,0
DENRB011,DEN,2010,1,6,15,2.5,7,0,0,N/A,0,N/A,N/A,0,1,1
DETRB027,SFO,2010,1,1,1,1.0,1,0,1,N/A,2,2.0,2,0,0,0
NWERB010,NWE,2010,1,3,23,7.7,11,0,4,N/A,47,11.8,21,0,0,0
BALRB018,MIA,2010,1,18,62,3.4,8,0,0,N/A,0,N/A,N/A,0,0,0
WASRB008,WAS,2010,1,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
NWERB005,NWE,2010,1,14,71,5.1,24,0,2,N/A,6,3.0,7,0,0,0
KANRB011,KAN,2010,1,11,39,3.5,10,0,0,N/A,0,N/A,N/A,0,0,0
DALRB021,NWE,2010,1,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
NORRB003,NOR,2010,1,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
OAKRB005,OAK,2010,1,1,6,6.0,6,0,2,N/A,9,4.5,6,0,0,0
NYJRB001,NYJ,2010,1,11,62,5.6,21,0,2,N/A,16,8.0,9,0,0,0
ATLRB019,ATL,2010,1,19,42,2.2,7,0,1,N/A,7,7.0,7,0,0,0
STLRB015,STL,2010,1,1,2,2.0,2,0,1,N/A,2,2.0,2,0,0,0
JACRB002,JAC,2010,1,23,98,4.3,18,0,3,N/A,15,5.0,8,0,0,0
INDRB005,IND,2010,1,10,44,4.4,17,0,6,N/A,29,4.8,8,0,0,0
CARRB003,CAR,2010,1,16,62,3.9,29,0,0,N/A,0,N/A,N/A,0,0,0
DETRB014,NOR,2010,1,2,14,7.0,8,0,5,N/A,33,6.6,19,0,0,0
STLRB014,ATL,2010,1,2,8,4.0,6,0,1,N/A,9,9.0,9,0,0,0
SEARB011,SEA,2010,1,0,0,N/A,N/A,0,2,N/A,12,6.0,13,0,0,0
NYJRB008,NYJ,2010,1,0,0,N/A,N/A,0,2,N/A,9,4.5,5,0,0,0
DETRB023,CLE,2010,1,9,52,5.8,39,0,1,N/A,7,7.0,7,0,0,0
TENRB015,SEA,2010,1,6,12,2.0,5,0,0,N/A,0,N/A,N/A,0,0,0
GNBRB019,GNB,2010,1,2,15,7.5,12,1,0,N/A,0,N/A,N/A,0,0,0
WASRB013,GNB,2010,1,8,45,5.6,18,0,0,N/A,0,N/A,N/A,0,0,0
GNBRB011,CIN,2010,1,15,43,2.9,10,1,1,N/A,11,11.0,11,0,1,1
SDGRB010,MIA,2010,1,13,65,5.0,17,1,2,N/A,20,10.0,16,0,0,0
ATLRB022,MIA,2010,1,2,6,3.0,3,0,2,N/A,12,6.0,9,0,0,0
TAMRB021,TAM,2010,1,6,10,1.7,6,0,1,N/A,8,8.0,8,0,1,1
STLRB012,TAM,2010,1,22,75,3.4,20,0,2,N/A,23,11.5,20,0,0,0
SFORB005,SFO,2010,1,17,38,2.2,10,0,6,N/A,45,7.5,23,0,0,0
PHIRB014,PHI,2010,1,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
NORRB007,SDG,2010,1,4,0,0.0,2,0,2,N/A,2,1.0,4,0,0,0
SFORB011,NYG,2010,1,12,44,3.7,22,0,2,N/A,21,10.5,12,0,0,0
BUFRB016,BUF,2010,1,4,19,4.8,9,0,2,N/A,0,0.0,1,0,0,0
WASRB007,ARI,2010,2,11,115,10.5,80,1,2,N/A,9,4.5,7,0,0,0
OAKRB007,PHI,2010,2,0,0,N/A,N/A,0,2,N/A,21,10.5,13,0,0,0
INDRB001,DAL,2010,2,1,-1,-1.0,-1,0,1,N/A,6,6.0,6,0,0,0
MIARB009,HOU,2010,2,3,14,4.7,7,0,0,N/A,0,N/A,N/A,0,0,0
KANRB017,KAN,2010,2,11,49,4.5,20,0,1,N/A,27,27.0,27,0,0,0
DENRB006,DEN,2010,2,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
CINRB002,NWE,2010,2,10,19,1.9,7,0,0,N/A,0,N/A,N/A,0,0,0
JACRB014,SEA,2010,2,8,44,5.5,19,0,1,N/A,8,8.0,8,0,0,0
NYGRB014,CLE,2010,2,8,35,4.4,12,1,3,N/A,26,8.7,11,0,0,0
INDRB012,IND,2010,2,2,4,2.0,3,0,0,N/A,0,N/A,N/A,0,0,0
DENRB007,SDG,2010,2,3,7,2.3,4,0,0,N/A,0,N/A,N/A,0,0,0
BALRB011,BAL,2010,2,16,87,5.4,30,0,4,N/A,30,7.5,19,0,0,0
KANRB012,KAN,2010,2,1,0,0.0,0,0,2,N/A,8,4.0,5,0,0,0
NORRB004,NOR,2010,2,18,46,2.6,7,0,8,N/A,57,7.1,14,0,0,0
TAMRB004,NYG,2010,2,2,15,7.5,14,0,1,N/A,5,5.0,5,0,0,0
INDRB011,NYG,2010,2,17,89,5.2,12,0,0,N/A,0,N/A,N/A,0,0,0
STLRB007,STL,2010,2,2,0,0.0,3,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB016,OAK,2010,2,30,145,4.8,30,0,2,N/A,8,4.0,5,0,0,0
CARRB006,CAR,2010,2,8,43,5.4,19,0,0,N/A,0,N/A,N/A,0,0,0
CHIRB005,CHI,2010,2,10,29,2.9,13,0,5,N/A,37,7.4,17,1,0,0
TENRB020,TEN,2010,2,16,34,2.1,11,0,5,N/A,19,3.8,17,0,1,1
ARIRB013,PIT,2010,2,23,69,3.0,20,0,1,N/A,3,3.0,3,0,0,0
PITRB013,DAL,2010,2,7,7,1.0,4,0,2,N/A,12,6.0,9,0,0,0
CARRB007,SDG,2010,2,16,82,5.1,29,2,1,N/A,13,13.0,13,0,0,0
OAKRB019,OAK,2010,2,3,9,3.0,5,0,2,N/A,21,10.5,19,0,0,0
BUFRB015,BUF,2010,2,1,3,3.0,3,0,4,N/A,23,5.8,7,0,0,0
SDGRB011,SDG,2010,2,5,26,5.2,15,0,2,N/A,29,14.5,17,0,1,1
PITRB012,PIT,2010,2,4,8,2.0,6,0,1,N/A,3,3.0,3,0,0,0
INDRB004,IND,2010,2,2,-2,-1.0,1,0,0,N/A,0,N/A,N/A,0,1,1
HOURB002,HOU,2010,2,19,69,3.6,11,0,3,N/A,69,23.0,50,0,0,0
DETRB022,DET,2010,2,17,78,4.6,33,2,9,N/A,154,17.1,75,1,0,0
MINRB011,MIN,2010,2,4,10,2.5,6,0,1,N/A,5,5.0,5,0,0,0
DETRB018,WAS,2010,2,0,0,N/A,N/A,0,4,N/A,15,3.8,7,0,0,0
DENRB023,DAL,2010,2,0,0,N/A,N/A,0,3,N/A,13,4.3,6,1,0,0
GNBRB012,GNB,2010,2,2,6,3.0,4,0,0,N/A,0,N/A,N/A,0,0,0
SFORB001,SFO,2010,2,1,2,2.0,2,1,0,N/A,0,N/A,N/A,0,0,0
OAKRB011,JAC,2010,2,9,38,4.2,10,0,4,N/A,50,12.5,25,0,0,0
PITRB001,ARI,2010,2,0,0,N/A,N/A,0,3,N/A,25,8.3,12,0,0,0
TENRB012,NYJ,2010,2,15,52,3.5,8,0,1,N/A,8,8.0,8,0,0,0
PHIRB013,PHI,2010,2,16,120,7.5,46,3,4,N/A,8,2.0,8,0,0,0
INDRB025,IND,2010,2,16,69,4.3,11,1,1,N/A,19,19.0,19,0,0,0
DENRB010,DEN,2010,2,24,51,2.1,9,1,4,N/A,67,16.8,45,0,1,0
NYJRB006,CAR,2010,2,5,20,4.0,9,0,2,N/A,33,16.5,23,0,0,0
CHIRB001,CAR,2010,2,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
BALRB014,CIN,2010,2,5,17,3.4,5,0,0,N/A,0,N/A,N/A,0,0,0
DETRB005,DET,2010,2,3,13,4.3,7,0,2,N/A,10,5.0,8,0,0,0
TENRB018,TEN,2010,2,2,1,0.5,1,0,0,N/A,0,N/A,N/A,0,0,0
TENRB008,GNB,2010,2,0,0,N/A,N/A,0,1,N/A,11,11.0,11,0,0,0
ATLRB011,ATL,2010,2,24,129,5.4,30,2,5,N/A,57,11.4,19,1,0,0
SDGRB001,BAL,2010,2,1,3,3.0,3,0,1,N/A,5,5.0,5,0,0,0
ATLRB025,STL,2010,2,19,75,3.9,23,0,4,N/A,50,12.5,24,0,0,0
NORRB009,SEA,2010,2,4,12,3.0,6,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB024,ATL,2010,2,5,16,3.2,6,0,2,N/A,9,4.5,7,0,0,0
MIARB002,WAS,2010,2,2,-7,-3.5,3,0,0,N/A,0,N/A,N/A,0,0,0
CLERB005,BAL,2010,2,3,10,3.3,6,0,0,N/A,0,N/A,N/A,0,0,0
