# Rushing,Receiving,Fumbles
# PID,TID,Season,Week,Att,Yds,Y/A,Lng,TD,Rec,Tgt,Yds,Y/R,Lng,TD,Fum,FumL
SEARB003,ATL,2002,6,16,36,2.3,8,0,1,N/A,7,7.0,7,0,0,0
CLERB001,CLE,2002,6,8,22,2.8,6,0,0,N/A,0,N/A,N/A,0,0,0
BALRB018,MIA,2002,6,20,49,2.5,10,2,4,N/A,30,7.5,16,0,0,0
SEARB004,IND,2002,6,17,43,2.5,12,0,4,N/A,8,2.0,8,0,0,0
OAKRB008,OAK,2002,6,1,-2,-2.0,-2,0,0,N/A,0,N/A,N/A,0,0,0
DETRB026,DET,2002,6,10,42,4.2,27,0,2,N/A,11,5.5,6,0,0,0
TAMRB002,OAK,2002,6,10,61,6.1,16,0,5,N/A,35,7.0,14,0,0,0
GNBRB001,GNB,2002,6,0,0,N/A,N/A,0,2,N/A,8,4.0,5,1,0,0
TAMRB009,OAK,2002,6,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB008,KAN,2002,6,1,0,0.0,0,0,2,N/A,11,5.5,8,0,0,0
DETRB001,DET,2002,6,3,-1,-0.3,1,0,6,N/A,46,7.7,24,0,0,0
ATLRB002,SDG,2002,6,0,0,N/A,N/A,0,1,N/A,-1,-1.0,-1,0,0,0
NORRB012,CAR,2002,6,25,81,3.2,9,0,1,N/A,7,7.0,7,0,0,0
STLRB011,STL,2002,6,26,158,6.1,40,0,4,N/A,22,5.5,11,1,0,0
DENRB009,SFO,2002,6,10,41,4.1,9,0,3,N/A,33,11.0,16,0,0,0
ATLRB007,ATL,2002,6,1,8,8.0,8,0,0,N/A,0,N/A,N/A,0,0,0
NWERB011,BUF,2002,6,2,16,8.0,13,0,1,N/A,14,14.0,14,0,0,0
PITRB006,PIT,2002,6,21,109,5.2,41,2,0,N/A,0,N/A,N/A,0,0,0
OAKRB004,OAK,2002,6,2,3,1.5,3,0,9,N/A,61,6.8,10,1,0,0
SEARB012,SEA,2002,6,2,6,3.0,3,0,2,N/A,9,4.5,5,1,0,0
BALRB003,CIN,2002,6,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
TAMRB010,TAM,2002,6,17,126,7.4,25,2,2,N/A,13,6.5,8,0,0,0
DALRB006,TEN,2002,6,31,113,3.6,11,1,3,N/A,27,9.0,11,1,0,0
HOURB003,GNB,2002,6,31,136,4.4,38,1,3,N/A,21,7.0,8,1,0,0
NWERB005,JAC,2002,6,19,59,3.1,19,0,1,N/A,5,5.0,5,0,0,0
MIARB016,MIA,2002,6,1,2,2.0,2,0,1,N/A,-2,-2.0,-2,0,0,0
DENRB012,TAM,2002,6,16,53,3.3,15,0,5,N/A,95,19.0,64,0,0,0
SFORB008,SFO,2002,6,2,4,2.0,3,0,1,N/A,1,1.0,1,0,0,0
TAMRB007,TEN,2002,6,0,0,N/A,N/A,0,1,N/A,9,9.0,9,0,0,0
DALRB001,DAL,2002,6,0,0,N/A,N/A,0,1,N/A,9,9.0,9,0,0,0
KANRB013,KAN,2002,6,23,63,2.7,18,1,7,N/A,96,13.7,22,0,0,0
CHIRB011,NWE,2002,6,1,2,2.0,2,0,1,N/A,4,4.0,4,0,0,0
CARRB008,CIN,2002,6,0,0,N/A,N/A,0,1,N/A,15,15.0,15,0,0,0
STLRB010,WAS,2002,6,14,51,3.6,15,1,1,N/A,9,9.0,9,0,1,1
MINRB012,MIN,2002,6,2,4,2.0,2,1,2,N/A,18,9.0,9,0,0,0
ATLRB015,ATL,2002,6,6,8,1.3,4,0,7,N/A,69,9.9,27,0,0,0
NORRB005,NWE,2002,6,13,75,5.8,13,0,2,N/A,14,7.0,14,0,0,0
NYGRB011,NYG,2002,6,14,57,4.1,12,0,3,N/A,32,10.7,15,0,1,0
NWERB001,CIN,2002,6,17,57,3.4,11,1,2,N/A,19,9.5,11,0,0,0
ARIRB008,DAL,2002,6,13,59,4.5,18,0,1,N/A,7,7.0,7,0,0,0
ARIRB021,PIT,2002,7,1,2,2.0,2,0,1,N/A,9,9.0,9,0,0,0
BALRB017,CLE,2002,7,12,65,5.4,36,1,5,N/A,34,6.8,13,0,0,0
CARRB012,CAR,2002,7,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
ATLRB003,TAM,2002,7,1,8,8.0,8,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB004,DAL,2002,7,5,34,6.8,18,0,2,N/A,7,3.5,5,0,0,0
NYJRB001,SDG,2002,7,39,153,3.9,19,1,5,N/A,28,5.6,11,1,1,0
BUFRB006,CHI,2002,7,26,92,3.5,11,1,3,N/A,5,1.7,3,0,3,2
OAKRB005,MIN,2002,7,12,56,4.7,13,0,0,N/A,0,N/A,N/A,0,1,1
NORRB015,NOR,2002,7,21,139,6.6,53,0,5,N/A,35,7.0,16,1,0,0
BALRB010,DEN,2002,7,9,34,3.8,8,1,4,N/A,19,4.8,8,0,0,0
DALRB002,DAL,2002,7,1,6,6.0,6,0,0,N/A,0,N/A,N/A,0,0,0
HOURB001,JAC,2002,7,3,4,1.3,5,0,0,N/A,0,N/A,N/A,0,0,0
PHIRB003,PHI,2002,7,0,0,N/A,N/A,0,1,N/A,0,0.0,0,0,0,0
NWERB012,PIT,2002,7,15,87,5.8,42,0,0,N/A,0,N/A,N/A,0,0,0
CLERB009,BAL,2002,7,28,119,4.3,13,0,1,N/A,11,11.0,11,0,1,1
KANRB011,ARI,2002,7,22,68,3.1,12,0,3,N/A,17,5.7,6,0,1,1
NORRB014,NOR,2002,7,1,-1,-1.0,-1,0,0,N/A,0,N/A,N/A,0,0,0
MINRB009,MIN,2002,7,1,3,3.0,3,0,0,N/A,0,N/A,N/A,0,0,0
WASRB016,SEA,2002,7,12,30,2.5,9,0,1,N/A,16,16.0,16,0,0,0
DENRB016,NYJ,2002,7,7,14,2.0,3,0,2,N/A,28,14.0,15,0,0,0
DENRB001,BUF,2002,7,22,132,6.0,34,0,1,N/A,5,5.0,5,0,0,0
DETRB007,SEA,2002,7,2,21,10.5,15,0,1,N/A,12,12.0,12,0,0,0
WASRB006,DEN,2002,7,15,70,4.7,17,1,3,N/A,14,4.7,5,0,1,1
SEARB003,ATL,2002,7,12,47,3.9,13,2,1,N/A,9,9.0,9,0,0,0
NORRB006,WAS,2002,7,1,-2,-2.0,-2,0,0,N/A,0,N/A,N/A,0,0,0
DETRB009,STL,2002,7,4,8,2.0,4,0,2,N/A,6,3.0,8,0,1,1
ARIRB005,BAL,2002,7,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
HOURB012,HOU,2002,7,13,23,1.8,12,0,2,N/A,11,5.5,6,0,0,0
SFORB009,PHI,2002,7,1,-1,-1.0,-1,0,0,N/A,0,N/A,N/A,0,0,0
CLERB001,CLE,2002,7,12,24,2.0,5,1,0,N/A,0,N/A,N/A,0,0,0
CARRB004,CAR,2002,7,2,12,6.0,11,0,1,N/A,5,5.0,5,0,0,0
STLRB002,MIA,2002,7,2,8,4.0,5,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB017,SFO,2002,7,6,28,4.7,8,0,3,N/A,43,14.3,19,0,1,1
ARIRB003,CLE,2002,7,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
NYJRB013,KAN,2002,7,1,4,4.0,4,0,0,N/A,0,N/A,N/A,0,0,0
KANRB005,CAR,2002,7,1,-3,-3.0,-3,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB002,ARI,2002,7,11,33,3.0,14,0,1,N/A,14,14.0,14,0,0,0
CINRB007,WAS,2002,7,2,1,0.5,1,0,0,N/A,0,N/A,N/A,0,0,0
DALRB019,DET,2002,7,3,9,3.0,9,0,3,N/A,57,19.0,36,0,0,0
MIARB014,MIA,2002,7,0,0,N/A,N/A,0,2,N/A,13,6.5,8,0,0,0
BALRB018,MIA,2002,7,25,97,3.9,14,0,1,N/A,22,22.0,22,0,0,0
NYJRB016,NYJ,2002,7,21,70,3.3,18,1,3,N/A,32,10.7,22,0,0,0
GNBRB001,GNB,2002,7,0,0,N/A,N/A,0,4,N/A,32,8.0,11,0,0,0
DETRB026,DET,2002,7,32,172,5.4,24,2,2,N/A,28,14.0,20,0,0,0
NYGRB006,PHI,2002,7,2,9,4.5,6,0,3,N/A,37,12.3,24,0,0,0
ATLRB002,SDG,2002,7,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
ATLRB013,ATL,2002,7,8,13,1.6,9,0,0,N/A,0,N/A,N/A,0,1,0
TAMRB010,TAM,2002,7,5,14,2.8,8,0,5,N/A,8,1.6,7,0,1,1
NYJRB008,KAN,2002,7,3,21,7.0,14,1,0,N/A,0,N/A,N/A,0,0,0
DETRB001,DET,2002,7,2,4,2.0,4,0,1,N/A,6,6.0,6,0,0,0
TAMRB002,OAK,2002,7,7,24,3.4,13,0,7,N/A,80,11.4,22,0,0,0
NORRB012,CAR,2002,7,8,19,2.4,7,0,1,N/A,10,10.0,10,0,0,0
ATLRB007,ATL,2002,7,2,18,9.0,13,0,1,N/A,12,12.0,12,0,0,0
NWERB011,BUF,2002,7,0,0,N/A,N/A,0,5,N/A,51,10.2,17,0,0,0
NYGRB019,PHI,2002,7,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,1,0
DENRB009,SFO,2002,7,14,87,6.2,30,2,4,N/A,43,10.8,15,0,0,0
PITRB006,PIT,2002,7,11,33,3.0,7,2,1,N/A,7,7.0,7,0,0,0
STLRB011,STL,2002,7,32,183,5.7,40,3,7,N/A,52,7.4,13,1,0,0
DALRB015,NYJ,2002,7,0,0,N/A,N/A,0,2,N/A,7,3.5,6,0,0,0
OAKRB004,OAK,2002,7,2,2,1.0,2,0,0,N/A,0,N/A,N/A,0,0,0
MINRB012,MIN,2002,7,5,16,3.2,8,1,4,N/A,30,7.5,10,0,0,0
STLRB010,WAS,2002,7,24,91,3.8,12,0,0,N/A,0,N/A,N/A,0,0,0
DENRB012,TAM,2002,7,12,49,4.1,13,0,4,N/A,15,3.8,7,0,1,0
HOURB003,GNB,2002,7,24,88,3.7,24,3,3,N/A,12,4.0,8,0,1,1
NWERB005,JAC,2002,7,25,151,6.0,30,1,8,N/A,46,5.8,16,0,0,0
JACRB016,PIT,2002,7,2,25,12.5,16,0,0,N/A,0,N/A,N/A,0,0,0
SFORB008,SFO,2002,7,1,2,2.0,2,0,3,N/A,16,5.3,7,0,0,0
SEARB004,IND,2002,7,20,62,3.1,14,0,11,N/A,83,7.5,23,0,0,0
DALRB001,DAL,2002,7,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
PHIRB011,OAK,2002,7,0,0,N/A,N/A,0,1,N/A,7,7.0,7,1,0,0
MIARB016,MIA,2002,7,2,9,4.5,7,0,2,N/A,12,6.0,6,0,0,0
HOURB005,HOU,2002,7,5,61,12.2,32,0,4,N/A,38,9.5,21,0,0,0
PITRB009,PHI,2002,7,24,152,6.3,57,0,2,N/A,12,6.0,6,0,0,0
ATLRB015,ATL,2002,7,8,17,2.1,6,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB010,CHI,2002,7,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
SDGRB003,CHI,2002,7,2,6,3.0,5,0,0,N/A,0,N/A,N/A,0,0,0
KANRB013,KAN,2002,7,24,113,4.7,14,3,7,N/A,38,5.4,15,0,0,0
TAMRB003,NYJ,2002,7,0,0,N/A,N/A,0,2,N/A,7,3.5,5,0,0,0
BUFRB001,CHI,2002,7,0,0,N/A,N/A,0,2,N/A,9,4.5,6,0,0,0
SFORB012,ARI,2002,7,0,0,N/A,N/A,0,2,N/A,22,11.0,12,0,0,0
ARIRB008,DAL,2002,7,22,82,3.7,12,0,0,N/A,0,N/A,N/A,0,0,0
NORRB015,NOR,2002,8,17,115,6.8,28,2,5,N/A,56,11.2,19,1,1,1
ARIRB004,DAL,2002,8,3,5,1.7,5,0,0,N/A,0,N/A,N/A,0,0,0
BALRB017,CLE,2002,8,14,25,1.8,6,0,6,N/A,42,7.0,11,0,0,0
OAKRB005,MIN,2002,8,29,106,3.7,13,0,6,N/A,30,5.0,7,0,0,0
BUFRB006,CHI,2002,8,9,18,2.0,9,0,1,N/A,3,3.0,3,0,0,0
NYJRB017,SFO,2002,8,18,51,2.8,13,1,4,N/A,35,8.8,15,1,1,0
ARIRB003,CLE,2002,8,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
DENRB001,BUF,2002,8,19,64,3.4,11,2,1,N/A,12,12.0,12,0,1,1
CARRB012,CAR,2002,8,2,7,3.5,4,0,1,N/A,8,8.0,8,0,0,0
ATLRB003,TAM,2002,8,5,17,3.4,8,0,4,N/A,26,6.5,9,0,0,0
HOURB023,NYG,2002,8,4,11,2.8,4,0,1,N/A,2,2.0,2,0,0,0
KANRB011,ARI,2002,8,15,54,3.6,11,1,2,N/A,24,12.0,17,0,1,0
CLERB009,BAL,2002,8,13,34,2.6,6,0,5,N/A,50,10.0,37,0,1,1
WASRB016,SEA,2002,8,23,58,2.5,10,2,7,N/A,38,5.4,15,0,0,0
NYGRB016,DEN,2002,8,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
TENRB007,TEN,2002,8,0,0,N/A,N/A,0,1,N/A,11,11.0,11,0,0,0
BALRB010,DEN,2002,8,7,21,3.0,6,0,0,N/A,0,N/A,N/A,0,0,0
DALRB021,BUF,2002,8,0,0,N/A,N/A,0,1,N/A,16,16.0,16,0,0,0
NORRB013,NOR,2002,8,1,6,6.0,6,0,0,N/A,0,N/A,N/A,0,0,0
CINRB007,WAS,2002,8,15,67,4.5,11,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB010,WAS,2002,8,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
ATLRB023,PIT,2002,8,3,23,7.7,20,0,2,N/A,7,3.5,7,0,0,0
ARIRB011,HOU,2002,8,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
ARIRB005,BAL,2002,8,2,8,4.0,6,0,1,N/A,5,5.0,5,0,0,0
BALRB018,IND,2002,8,3,21,7.0,9,0,1,N/A,20,20.0,20,1,0,0
BUFRB002,BUF,2002,8,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
MINRB006,NYG,2002,8,0,0,N/A,N/A,0,2,N/A,16,8.0,12,0,1,1
NYGRB018,NYG,2002,8,1,1,1.0,1,0,1,N/A,5,5.0,5,0,0,0
HOURB012,HOU,2002,8,17,27,1.6,6,1,0,N/A,0,N/A,N/A,0,0,0
SFORB009,PHI,2002,8,3,29,9.7,15,0,0,N/A,0,N/A,N/A,0,0,0
CARRB004,CAR,2002,8,2,6,3.0,4,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB002,ARI,2002,8,6,27,4.5,13,2,1,N/A,15,15.0,15,0,0,0
BUFRB004,BUF,2002,8,0,0,N/A,N/A,0,2,N/A,14,7.0,8,0,0,0
CLERB001,CLE,2002,8,3,8,2.7,5,0,0,N/A,0,N/A,N/A,0,0,0
WASRB006,DEN,2002,8,26,111,4.3,11,2,0,N/A,0,N/A,N/A,0,0,0
NORRB006,WAS,2002,8,2,5,2.5,4,0,0,N/A,0,N/A,N/A,0,0,0
DETRB007,SEA,2002,8,6,24,4.0,10,0,0,N/A,0,N/A,N/A,0,0,0
HOURB001,JAC,2002,8,6,38,6.3,21,1,0,N/A,0,N/A,N/A,0,0,0
NYGRB008,IND,2002,8,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
NYJRB008,KAN,2002,8,3,2,0.7,8,0,1,N/A,4,4.0,4,1,0,0
DETRB001,DET,2002,8,0,0,N/A,N/A,0,2,N/A,15,7.5,11,0,0,0
NYJRB016,NYJ,2002,8,18,65,3.6,15,0,4,N/A,39,9.8,17,0,0,0
TAMRB010,TAM,2002,8,5,4,0.8,2,0,3,N/A,11,3.7,9,0,0,0
DALRB006,TEN,2002,8,21,106,5.0,18,0,1,N/A,6,6.0,6,0,1,1
ATLRB010,CHI,2002,8,0,0,N/A,N/A,0,1,N/A,9,9.0,9,0,0,0
STLRB010,WAS,2002,8,16,80,5.0,15,0,2,N/A,12,6.0,8,0,1,1
MINRB012,MIN,2002,8,6,9,1.5,4,1,1,N/A,13,13.0,13,0,0,0
TAMRB009,OAK,2002,8,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
DETRB026,DET,2002,8,24,83,3.5,17,1,8,N/A,53,6.6,11,0,0,0
DALRB015,NYJ,2002,8,1,2,2.0,2,0,3,N/A,16,5.3,9,0,0,0
DENRB009,SFO,2002,8,5,35,7.0,13,0,3,N/A,16,5.3,10,0,0,0
ATLRB007,ATL,2002,8,5,27,5.4,8,1,0,N/A,0,N/A,N/A,0,0,0
BALRB003,CIN,2002,8,2,4,2.0,4,0,5,N/A,37,7.4,13,1,0,0
SEARB012,SEA,2002,8,2,4,2.0,3,0,2,N/A,5,2.5,7,0,0,0
NYGRB006,PHI,2002,8,5,33,6.6,24,0,0,N/A,0,N/A,N/A,0,0,0
TAMRB002,OAK,2002,8,10,47,4.7,9,0,10,N/A,72,7.2,13,0,0,0
NORRB012,CAR,2002,8,22,82,3.7,16,0,0,N/A,0,N/A,N/A,0,0,0
CARRB008,CIN,2002,8,3,27,9.0,27,0,1,N/A,7,7.0,7,0,1,1
ATLRB015,ATL,2002,8,23,142,6.2,56,1,5,N/A,28,5.6,12,0,2,2
SFORB008,SFO,2002,8,1,5,5.0,5,0,0,N/A,0,N/A,N/A,0,0,0
JACRB016,PIT,2002,8,8,21,2.6,6,0,0,N/A,0,N/A,N/A,0,0,0
DENRB012,TAM,2002,8,12,36,3.0,7,0,1,N/A,-4,-4.0,-4,0,0,0
SEARB004,IND,2002,8,14,33,2.4,12,0,5,N/A,14,2.8,7,1,0,0
NWERB010,NWE,2002,8,1,5,5.0,5,0,1,N/A,17,17.0,17,0,0,0
PHIRB003,PHI,2002,8,0,0,N/A,N/A,0,1,N/A,6,6.0,6,0,0,0
MIARB006,BUF,2002,8,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,1,1
NWERB012,PIT,2002,8,13,53,4.1,35,2,0,N/A,0,N/A,N/A,0,0,0
NWERB005,JAC,2002,8,25,84,3.4,16,0,3,N/A,22,7.3,9,0,0,0
HOURB005,HOU,2002,8,10,40,4.0,11,0,1,N/A,8,8.0,8,0,0,0
NYGRB011,NYG,2002,8,15,79,5.3,31,0,5,N/A,92,18.4,38,0,0,0
NWERB001,CIN,2002,8,30,138,4.6,31,1,0,N/A,0,N/A,N/A,0,0,0
NORRB005,NWE,2002,8,13,58,4.5,12,1,1,N/A,10,10.0,10,0,0,0
CHIRB011,NWE,2002,8,2,6,3.0,4,0,2,N/A,16,8.0,8,0,0,0
PITRB009,PHI,2002,8,24,126,5.3,23,0,2,N/A,37,18.5,29,0,0,0
BUFRB001,CHI,2002,8,0,0,N/A,N/A,0,3,N/A,14,4.7,8,0,0,0
KANRB013,KAN,2002,8,23,91,4.0,15,1,6,N/A,93,15.5,49,0,0,0
ARIRB008,DAL,2002,8,24,109,4.5,14,1,1,N/A,3,3.0,3,0,2,1
BALRB017,CLE,2002,9,6,19,3.2,10,0,3,N/A,18,6.0,13,0,0,0
ATLRB003,TAM,2002,9,1,59,59.0,59,0,1,N/A,12,12.0,12,0,0,0
TENRB007,TEN,2002,9,2,8,4.0,9,0,3,N/A,9,3.0,3,1,0,0
DALRB021,BUF,2002,9,0,0,N/A,N/A,0,2,N/A,32,16.0,18,0,0,0
ARIRB021,PIT,2002,9,1,2,2.0,2,0,2,N/A,23,11.5,15,0,0,0
ARIRB004,DAL,2002,9,5,12,2.4,5,1,2,N/A,17,8.5,12,0,0,0
BUFRB006,CHI,2002,9,16,52,3.3,10,1,4,N/A,52,13.0,19,0,0,0
OAKRB005,MIN,2002,9,10,114,11.4,85,1,3,N/A,27,9.0,20,0,0,0
NYJRB001,SDG,2002,9,12,60,5.0,15,1,2,N/A,13,6.5,10,0,0,0
DALRB002,DAL,2002,9,2,16,8.0,10,0,0,N/A,0,N/A,N/A,0,0,0
WASRB010,STL,2002,9,5,4,0.8,6,0,1,N/A,13,13.0,13,0,0,0
HOURB001,JAC,2002,9,9,54,6.0,22,0,3,N/A,18,6.0,11,0,0,0
NYGRB008,IND,2002,9,2,8,4.0,5,0,3,N/A,29,9.7,12,0,2,1
PHIRB003,PHI,2002,9,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
NWERB012,PIT,2002,9,29,111,3.8,27,0,5,N/A,62,12.4,25,0,0,0
NYJRB011,STL,2002,9,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
CLERB009,BAL,2002,9,12,36,3.0,7,0,2,N/A,23,11.5,12,0,0,0
WASRB016,SEA,2002,9,19,67,3.5,16,0,8,N/A,48,6.0,19,0,0,0
HOURB023,NYG,2002,9,13,52,4.0,10,0,2,N/A,7,3.5,6,0,1,1
KANRB011,ARI,2002,9,12,25,2.1,8,0,4,N/A,31,7.8,11,0,0,0
DENRB016,NYJ,2002,9,13,107,8.2,61,1,1,N/A,12,12.0,12,0,0,0
DENRB001,BUF,2002,9,11,53,4.8,22,0,3,N/A,12,4.0,7,0,0,0
ATLRB023,PIT,2002,9,4,5,1.3,3,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB011,HOU,2002,9,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
INDRB022,GNB,2002,9,1,4,4.0,4,0,0,N/A,0,N/A,N/A,0,0,0
HOURB012,HOU,2002,9,12,44,3.7,11,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB010,WAS,2002,9,0,0,N/A,N/A,0,1,N/A,14,14.0,14,0,0,0
ARIRB005,BAL,2002,9,1,17,17.0,17,0,0,N/A,0,N/A,N/A,0,0,0
INDRB009,IND,2002,9,16,60,3.8,10,0,6,N/A,33,5.5,10,0,0,0
MINRB006,NYG,2002,9,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
STLRB019,GNB,2002,9,1,28,28.0,28,0,0,N/A,0,N/A,N/A,0,0,0
SFORB009,PHI,2002,9,4,12,3.0,10,0,0,N/A,0,N/A,N/A,0,0,0
NORRB006,WAS,2002,9,5,37,7.4,25,0,0,N/A,0,N/A,N/A,0,0,0
STLRB002,MIA,2002,9,1,4,4.0,4,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB017,SFO,2002,9,15,60,4.0,14,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB003,CLE,2002,9,0,0,N/A,N/A,0,0,N/A,-1,N/A,-1,0,0,0
CINRB007,WAS,2002,9,23,110,4.8,23,0,4,N/A,42,10.5,19,0,0,0
ARIRB002,ARI,2002,9,3,15,5.0,11,0,3,N/A,26,8.7,11,0,1,1
SEARB003,ATL,2002,9,13,75,5.8,33,1,1,N/A,0,0.0,0,0,0,0
CLERB001,CLE,2002,9,4,10,2.5,4,0,0,N/A,0,N/A,N/A,0,0,0
BALRB001,BAL,2002,9,3,27,9.0,19,1,0,N/A,0,N/A,N/A,0,0,0
NWERB010,NWE,2002,9,4,53,13.3,45,1,1,N/A,19,19.0,19,0,0,0
MIARB014,MIA,2002,9,1,2,2.0,2,0,3,N/A,21,7.0,8,0,1,1
GNBRB001,GNB,2002,9,0,0,N/A,N/A,0,1,N/A,1,1.0,1,0,0,0
SDGRB008,SDG,2002,9,1,15,15.0,15,0,5,N/A,26,5.2,10,0,0,0
OAKRB008,OAK,2002,9,3,13,4.3,10,0,0,N/A,0,N/A,N/A,0,0,0
DETRB026,DET,2002,9,19,50,2.6,9,0,4,N/A,41,10.3,13,0,0,0
TAMRB009,OAK,2002,9,2,10,5.0,7,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB016,NYJ,2002,9,13,37,2.8,17,1,5,N/A,34,6.8,13,0,0,0
TAMRB010,TAM,2002,9,26,55,2.1,13,0,3,N/A,16,5.3,8,1,0,0
DETRB001,DET,2002,9,1,3,3.0,3,0,2,N/A,4,2.0,5,0,0,0
ATLRB002,SDG,2002,9,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
NYGRB006,PHI,2002,9,1,2,2.0,2,0,2,N/A,12,6.0,11,0,0,0
TAMRB002,OAK,2002,9,14,52,3.7,15,1,3,N/A,16,5.3,7,0,0,0
DENRB009,SFO,2002,9,18,36,2.0,9,0,3,N/A,12,4.0,8,0,1,1
ATLRB007,ATL,2002,9,4,16,4.0,7,0,0,N/A,0,N/A,N/A,0,0,0
NWERB011,BUF,2002,9,1,10,10.0,10,0,6,N/A,56,9.3,17,0,0,0
DALRB015,NYJ,2002,9,0,0,N/A,N/A,0,7,N/A,56,8.0,15,0,0,0
BALRB003,CIN,2002,9,0,0,N/A,N/A,0,2,N/A,24,12.0,15,0,0,0
STLRB011,STL,2002,9,27,178,6.6,14,1,5,N/A,58,11.6,40,0,0,0
OAKRB013,OAK,2002,9,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
SEARB012,SEA,2002,9,1,3,3.0,3,0,3,N/A,15,5.0,7,0,0,0
DALRB006,TEN,2002,9,22,95,4.3,35,0,3,N/A,16,5.3,10,0,0,0
MINRB012,MIN,2002,9,7,43,6.1,15,2,5,N/A,24,4.8,8,0,0,0
HOURB003,GNB,2002,9,19,72,3.8,11,1,6,N/A,71,11.8,23,1,0,0
NWERB005,JAC,2002,9,6,9,1.5,7,0,1,N/A,0,0.0,0,0,0,0
MIARB016,MIA,2002,9,3,34,11.3,19,0,1,N/A,13,13.0,13,0,0,0
HOURB005,HOU,2002,9,10,27,2.7,9,0,2,N/A,19,9.5,13,0,0,0
DENRB012,TAM,2002,9,3,19,6.3,14,0,1,N/A,18,18.0,18,0,0,0
SFORB008,SFO,2002,9,5,10,2.0,4,0,0,N/A,0,N/A,N/A,0,0,0
BALRB018,MIA,2002,9,14,47,3.4,13,0,4,N/A,23,5.8,10,0,0,0
DALRB001,DAL,2002,9,2,2,1.0,1,0,3,N/A,10,3.3,4,0,0,0
PHIRB011,OAK,2002,9,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
SFORB012,ARI,2002,9,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
SDGRB003,CHI,2002,9,7,22,3.1,7,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB015,ATL,2002,9,10,40,4.0,24,0,1,N/A,23,23.0,23,0,0,0
CARRB008,CIN,2002,9,11,34,3.1,6,0,1,N/A,3,3.0,3,0,0,0
ATLRB010,CHI,2002,9,0,0,N/A,N/A,0,4,N/A,39,9.8,15,0,0,0
NORRB005,NWE,2002,9,29,111,3.8,17,1,5,N/A,31,6.2,14,2,0,0
NWERB001,CIN,2002,9,22,92,4.2,12,0,0,N/A,0,N/A,N/A,0,0,0
PITRB009,PHI,2002,9,19,39,2.1,9,0,2,N/A,19,9.5,15,0,0,0
CHIRB011,NWE,2002,9,1,0,0.0,0,0,1,N/A,10,10.0,10,0,0,0
NYGRB011,NYG,2002,9,19,101,5.3,44,2,4,N/A,62,15.5,36,0,0,0
ARIRB008,DAL,2002,9,16,39,2.4,13,0,0,N/A,0,N/A,N/A,0,0,0
SDGRB003,CHI,2002,10,5,10,2.0,4,0,0,N/A,0,N/A,N/A,0,0,0
NYGRB006,PHI,2002,10,7,44,6.3,11,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB001,SDG,2002,10,24,120,5.0,30,1,3,N/A,24,8.0,11,0,0,0
CHIRB010,WAS,2002,10,0,0,N/A,N/A,0,2,N/A,18,9.0,11,0,0,0
CARRB012,CAR,2002,10,1,0,0.0,0,0,1,N/A,1,1.0,1,0,0,0
NORRB015,NOR,2002,10,21,71,3.4,20,2,4,N/A,34,8.5,19,0,0,0
