# Tackles,Sacks,Interceptions,Misc
# PID,TID,Season,Week,Solo,Ast,Tot,Sacks,Yds,Int,Yds,TD,FrcdFum,PassDef
CARSS0300,NYG,2001,3,7,0,7,0.0,0,1,5,0,0,1
STLSS0425,ARI,2001,3,3,1,4,0.0,0,0,0,0,0,1
MIASS0293,NWE,2001,3,5,0,5,0.0,0,0,0,0,0,0
OAKSS0789,OAK,2001,3,6,2,8,2.0,15,0,0,0,0,1
ATLSS0376,NOR,2001,3,6,1,7,0.0,0,0,0,0,1,1
NWESS0347,CIN,2001,3,3,0,3,0.0,0,0,0,0,0,0
HOUSS0206,DEN,2001,3,8,1,9,0.0,0,0,0,0,0,0
BUFSS0227,DAL,2001,3,4,0,4,0.0,0,0,0,0,0,0
OAKSS0256,WAS,2001,3,7,1,8,0.0,0,0,0,0,0,0
SDGSS0280,MIA,2001,3,1,0,1,0.0,0,0,0,0,0,0
HOUSS0355,PIT,2001,3,1,1,2,0.0,0,0,0,0,0,0
MIASS0403,SFO,2001,3,3,1,4,0.0,0,0,0,0,0,0
CINSS0393,BAL,2001,3,1,0,1,0.0,0,0,0,0,0,0
SFOSS0513,CIN,2001,3,1,0,1,0.0,0,0,0,0,0,1
DALSS0216,DAL,2001,3,2,0,2,0.0,0,0,0,0,0,0
INDSS0242,IND,2001,3,3,1,4,0.0,0,0,0,0,0,0
DETSS0345,IND,2001,3,3,6,9,0.0,0,0,0,0,0,0
OAKSS0370,OAK,2001,3,2,0,2,0.0,0,0,0,0,0,0
CINSS0843,BUF,2001,3,1,1,2,0.0,0,0,0,0,0,0
JACSS0086,JAC,2001,3,1,0,1,0.0,0,0,0,0,0,0
OAKSS0419,CAR,2001,3,1,0,1,0.0,0,0,0,0,0,0
DALSS0263,DAL,2001,3,1,0,1,0.0,0,0,0,0,0,0
CINSS0394,WAS,2001,3,1,0,1,0.0,0,0,0,0,0,0
DENSS0407,JAC,2001,3,3,0,3,0.0,0,0,0,0,0,1
INDSS0161,IND,2001,3,1,0,1,0.0,0,0,0,0,0,0
BUFSS0101,BUF,2001,3,1,0,1,0.0,0,0,0,0,0,0
CHISS0390,STL,2001,3,3,0,3,0.0,0,0,0,0,0,0
HOUSS0478,NYJ,2001,3,2,0,2,0.0,0,0,0,0,0,0
NYGSS0563,CAR,2001,3,4,1,5,0.0,0,1,8,0,0,2
MIASS0401,BUF,2001,3,0,1,1,0.0,0,0,0,0,0,0
KANSS0288,KAN,2001,3,0,1,1,0.0,0,0,0,0,0,1
DETSS0346,DEN,2001,3,6,1,7,0.0,0,0,0,0,0,0
CINSS0342,SDG,2001,3,4,1,5,0.0,0,0,0,0,0,0
KANSS0394,KAN,2001,3,3,1,4,0.0,0,1,30,0,0,1
STLSS0272,NOR,2001,3,1,0,1,0.0,0,0,0,0,0,0
ATLSS0314,SFO,2001,3,1,2,3,0.0,0,0,0,0,0,0
SEASS0043,SEA,2001,3,0,1,1,0.0,0,0,0,0,0,0
PITSS0231,JAC,2001,3,1,0,1,0.0,0,1,0,0,0,1
BUFSS0064,BUF,2001,3,2,5,7,0.0,0,0,0,0,0,0
NYGSS0413,NOR,2001,3,4,0,4,0.0,0,0,0,0,0,0
SFOSS0144,SFO,2001,3,1,1,2,0.0,0,0,0,0,0,0
DETSS0191,MIA,2001,3,6,1,7,0.0,0,0,0,0,0,0
NORSS0198,NYJ,2001,3,4,3,7,0.0,0,0,0,0,0,0
OAKSS0257,ATL,2001,3,2,0,2,0.0,0,1,33,0,0,1
DALSS0057,DAL,2001,3,2,0,2,0.0,0,0,0,0,0,2
DENSS0359,TAM,2001,3,7,1,8,0.0,0,0,0,0,0,0
MINSS0133,ATL,2001,3,4,2,6,0.0,0,0,0,0,0,0
PITSS0063,PIT,2001,3,5,0,5,0.0,0,0,0,0,0,0
NYGSS0272,PIT,2001,3,7,2,9,0.0,0,0,0,0,1,0
NORSS0421,NOR,2001,3,2,1,3,0.0,0,0,0,0,0,0
SDGSS0104,WAS,2001,3,3,0,3,0.0,0,0,0,0,0,0
STLSS0183,NYG,2001,3,7,0,7,0.0,0,0,0,0,0,1
NWESS0458,SDG,2001,3,9,0,9,0.0,0,0,0,0,1,0
OAKSS0067,OAK,2001,3,8,2,10,0.0,0,0,0,0,0,1
DALSS0166,DAL,2001,3,2,0,2,0.0,0,0,0,0,0,1
BALSS0066,BAL,2001,3,1,0,1,0.0,0,0,0,0,0,0
ATLSS0064,ATL,2001,3,2,1,3,0.0,0,0,0,0,0,0
ATLSS0134,MIN,2001,3,2,1,3,0.0,0,0,0,0,0,0
STLSS0237,STL,2001,3,7,1,8,0.0,0,0,0,0,0,0
SEASS0094,SEA,2001,3,5,2,7,0.0,0,0,0,0,0,0
GNBSS0055,GNB,2001,3,3,0,3,0.0,0,0,0,0,0,0
SFOSS0091,PHI,2001,3,0,1,1,0.0,0,0,0,0,0,0
BUFSS0355,PHI,2001,3,1,1,2,0.0,0,0,0,0,0,0
DETSS0143,BAL,2001,3,8,0,8,0.0,0,1,1,0,1,1
KANSS0128,KAN,2001,3,2,0,2,0.0,0,0,0,0,0,0
NORSS0079,NOR,2001,3,2,1,3,0.0,0,0,0,0,0,0
STLSS0233,ARI,2001,3,3,2,5,0.0,0,0,0,0,0,1
ATLSS0214,ATL,2001,3,1,0,1,0.0,0,0,0,0,0,0
CINSS0341,STL,2001,3,1,1,2,0.0,0,0,0,0,0,1
CARSS0299,CAR,2001,3,6,0,6,0.0,0,0,0,0,0,2
NWESS0124,NYJ,2001,3,1,0,1,0.0,0,0,0,0,0,0
CLESS0054,CLE,2001,3,4,1,5,0.0,0,0,0,0,0,0
DETSS0142,MIA,2001,3,7,3,10,0.0,0,0,0,0,0,1
NORSS0610,GNB,2001,3,2,2,4,0.0,0,0,0,0,0,0
PITSS0349,PIT,2001,3,0,1,1,0.0,0,0,0,0,0,0
WASSS0390,NYG,2001,3,1,0,1,0.0,0,0,0,0,0,0
SEASS0134,NYJ,2001,3,3,2,5,0.0,0,0,0,0,0,0
NYJSS0175,NYG,2001,3,2,5,7,0.0,0,0,0,0,0,2
TAMSS0821,TAM,2001,3,3,0,3,0.0,0,1,12,0,0,2
HOUSS0082,CIN,2001,3,4,3,7,0.0,0,0,0,0,0,0
OAKSS0176,OAK,2001,3,2,1,3,0.0,0,0,0,0,0,0
DALSS0314,NYJ,2001,3,4,0,4,0.0,0,0,0,0,0,0
WASSS0106,WAS,2001,3,7,0,7,0.0,0,0,0,0,0,0
MINSS0051,MIN,2001,3,5,3,8,0.0,0,0,0,0,0,3
PITSS0117,PIT,2001,3,2,0,2,0.0,0,0,0,0,0,0
STLSS0129,IND,2001,3,6,2,8,0.0,0,0,0,0,0,0
CLESS0101,CLE,2001,3,1,0,1,0.0,0,0,0,0,0,0
DENSS0573,PHI,2001,3,1,2,3,0.5,3,0,0,0,0,3
HOUSS0153,NWE,2001,3,1,2,3,0.0,0,0,0,0,0,0
OAKSS0321,SEA,2001,3,4,0,4,0.0,0,0,0,0,0,1
KANSS0289,KAN,2001,3,1,0,1,0.0,0,0,0,0,0,0
NWESS0252,NWE,2001,3,2,1,3,0.0,0,0,0,0,0,0
SEASS0530,NWE,2001,3,3,3,6,0.0,0,0,0,0,0,0
OAKSS0178,BAL,2001,3,4,0,4,0.0,0,0,0,0,0,2
CINSS0190,SDG,2001,4,3,0,3,0.0,0,0,0,0,1,0
CINSS0589,TAM,2001,4,5,0,5,0.0,0,1,0,0,0,1
ATLSS0265,CIN,2001,4,6,1,7,0.0,0,0,0,0,0,0
TAMSS0073,TAM,2001,4,1,0,1,0.0,0,0,0,0,0,0
DENSS0046,DEN,2001,4,2,0,2,0.0,0,0,0,0,0,0
CHISS0120,PHI,2001,4,3,1,4,0.0,0,0,0,0,0,0
PHISS0136,PHI,2001,4,2,0,2,0.0,0,0,0,0,0,0
NYGSS0172,OAK,2001,4,0,1,1,0.0,0,0,0,0,0,0
ARISS0156,MIN,2001,4,1,0,1,0.0,0,0,0,0,0,0
STLSS0236,ARI,2001,4,2,1,3,0.0,0,0,0,0,0,0
ATLSS0312,BUF,2001,4,2,2,4,0.0,0,0,0,0,0,0
CINSS0191,CIN,2001,4,0,2,2,0.0,0,0,0,0,0,0
DETSS0089,DET,2001,4,1,1,2,0.0,0,0,0,0,0,0
GNBSS0307,CLE,2001,4,6,1,7,0.0,0,0,0,0,0,1
NWESS0347,CIN,2001,4,6,1,7,0.0,0,0,0,0,0,0
HOUSS0206,DEN,2001,4,3,1,4,0.0,0,0,0,0,0,0
DALSS0313,CHI,2001,4,6,1,7,0.0,0,1,26,0,0,1
CARSS0300,NYG,2001,4,3,1,4,0.0,0,0,0,0,0,2
MIASS0293,NWE,2001,4,2,3,5,0.0,0,0,0,0,0,1
MIASS0403,SFO,2001,4,6,1,7,0.0,0,1,0,0,0,1
CARSS0112,CAR,2001,4,2,1,3,0.0,0,0,0,0,0,0
TAMSS0231,CLE,2001,4,1,0,1,0.0,0,0,0,0,0,0
ARISS0080,ARI,2001,4,1,1,2,0.0,0,0,0,0,0,0
OAKSS0256,WAS,2001,4,5,1,6,0.0,0,0,0,0,0,0
BUFSS0227,DAL,2001,4,4,0,4,0.0,0,0,0,0,0,0
SFOSS0513,CIN,2001,4,0,1,1,0.0,0,0,0,0,0,0
KANSS0503,CHI,2001,4,3,1,4,1.0,9,1,32,0,0,2
